Unnamed: 0,host_id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
5681,122986,63,2013-02-27,2017-04-20,93,9,9,10,9,10,9,1.24
5682,21539777,0,,,,,,,,,,
5683,24079920,2,2017-03-26,2017-04-17,100,10,10,10,10,10,10,1.54
5684,2558800,70,2016-02-24,2017-05-02,97,10,9,10,10,10,10,4.83
5685,7470178,9,2015-03-19,2017-01-02,91,10,9,10,10,9,9,0.35
5686,66369769,0,,,,,,,,,,
5687,10511032,23,2016-07-15,2017-04-15,85,9,10,10,9,9,9,2.35
5688,19645444,1,2017-04-30,2017-04-30,100,10,10,10,10,10,10,1.0
5689,44696543,2,2016-08-04,2016-08-21,100,10,10,10,10,10,10,0.22
5690,21297803,39,2015-04-06,2017-01-29,97,10,10,10,10,10,9,1.54
5691,67990048,3,2016-11-22,2017-02-11,47,5,7,7,7,10,5,0.55
5692,49670917,44,2016-02-06,2017-04-30,99,10,10,10,10,10,10,2.91
5693,9430915,7,2016-10-03,2017-01-13,100,10,10,10,10,10,10,0.99
5694,1905704,169,2013-09-17,2017-04-23,90,9,9,9,9,9,9,3.83
5695,14941594,6,2016-07-31,2017-04-29,87,10,10,10,10,10,9,0.65
5696,1204722,8,2013-12-14,2017-03-05,100,10,10,10,10,10,10,0.19
5697,18090781,78,2015-02-09,2017-04-26,99,10,10,10,10,10,10,2.87
5698,112632161,0,,,,,,,,,,
5699,101871795,5,2017-03-19,2017-05-01,100,10,10,10,10,9,10,3.26
5700,39958486,1,2017-01-15,2017-01-15,100,10,10,10,10,10,10,0.28
5701,2547025,28,2013-12-02,2017-03-26,91,9,9,10,10,9,10,0.67
5702,11801581,73,2016-01-11,2017-04-30,99,10,10,10,10,10,10,4.57
5703,46897338,0,,,,,,,,,,
5704,24746749,9,2014-12-24,2016-09-26,87,9,8,10,10,9,9,0.31
5705,93785043,0,,,,,,,,,,
5706,13745917,188,2014-04-18,2017-05-01,99,10,10,10,10,10,10,5.07
5707,59747411,1,2017-02-25,2017-02-25,100,10,10,10,10,10,10,0.44
5708,84280728,12,2016-07-28,2017-04-01,98,10,10,10,10,10,10,1.29
5709,57033919,5,2016-07-03,2017-04-10,92,10,9,10,10,10,9,0.49
5710,4135315,3,2015-08-29,2016-11-04,93,10,8,10,10,9,9,0.15
5711,110866484,7,2017-02-07,2017-03-17,54,6,7,8,8,6,7,2.44
5712,99263978,16,2016-10-30,2017-04-29,89,9,10,10,9,10,9,2.58
5713,122571042,7,2017-03-31,2017-04-30,100,10,10,10,10,10,10,6.36
5714,27968176,38,2015-07-28,2017-04-13,97,10,10,10,10,10,10,1.76
5715,80720775,18,2016-10-16,2017-05-02,98,10,10,10,10,10,10,2.7
5716,20056779,0,,,,,,,,,,
5717,33993970,16,2016-06-20,2017-04-12,91,10,10,10,10,10,9,1.51
5718,109398642,2,2017-03-03,2017-03-10,90,9,9,10,10,10,10,0.97
5719,83385314,26,2016-08-15,2017-04-16,98,10,10,10,10,10,10,2.98
5720,28349436,3,2016-02-19,2016-02-29,100,10,10,10,10,10,10,0.2
5721,112185104,0,,,,,,,,,,
5722,41229531,0,,,,,,,,,,
5723,96901432,3,2017-02-16,2017-03-27,93,10,9,10,10,9,10,1.17
5724,2681839,23,2016-08-18,2017-04-22,97,10,10,10,10,10,10,2.66
5725,9352017,10,2016-03-12,2017-04-15,98,9,10,10,10,9,10,0.72
5726,21504393,122,2014-11-14,2017-05-01,97,10,10,10,10,9,10,4.06
5727,3606205,24,2013-12-02,2016-11-20,99,10,10,10,10,10,10,0.58
5728,8763731,20,2016-06-30,2017-03-16,90,9,9,10,10,9,9,1.95
5729,21981466,13,2016-07-12,2016-10-16,100,10,10,10,10,10,10,1.32
5730,55698071,1,2017-04-01,2017-04-01,80,8,8,10,10,10,10,0.91
5731,46987605,5,2017-04-04,2017-04-29,92,10,9,10,10,10,9,5.0
5732,6727787,0,,,,,,,,,,
5733,5545775,4,2017-04-18,2017-04-23,100,10,10,10,10,10,10,4.0
5734,27598231,0,,,,,,,,,,
5735,2752965,4,2017-04-01,2017-04-23,100,10,10,10,10,10,10,3.64
5736,4123343,5,2015-05-21,2016-07-27,100,10,8,9,10,9,9,0.21
5737,14727082,11,2015-06-05,2016-10-13,85,10,9,10,9,9,9,0.47
5738,88910788,12,2016-09-17,2017-04-28,98,10,10,10,10,10,10,1.57
5739,125888051,0,,,,,,,,,,
5740,21979259,3,2015-02-24,2015-09-20,87,9,9,9,10,8,9,0.11
5741,11713016,26,2014-02-27,2017-05-01,97,10,9,10,10,10,9,0.67
5742,79424989,0,,,,,,,,,,
5743,33164991,24,2015-06-26,2017-02-28,93,9,9,10,10,10,9,1.06
5744,26096662,21,2015-09-28,2017-04-30,99,10,10,10,10,10,10,1.08
5745,125444474,1,2017-04-16,2017-04-16,60,6,10,10,10,8,6,1.0
5746,47853476,56,2016-01-04,2017-05-01,96,10,10,10,10,10,10,3.46
5747,113411721,4,2017-03-11,2017-04-12,95,10,9,10,10,10,10,2.22
5748,13651659,4,2016-02-21,2016-06-21,87,9,8,9,9,9,9,0.27
5749,59747411,8,2016-03-10,2017-02-20,78,8,7,9,9,8,8,0.57
5750,232535,5,2014-08-19,2017-02-06,100,10,10,10,10,10,10,0.15
5751,104188083,1,2016-12-27,2017-01-20,,,,,,,,0.23
5752,49803269,0,,,,,,,,,,
5753,20161846,0,,,,,,,,,,
5754,24676573,3,2017-01-10,2017-03-09,100,10,9,10,10,10,10,0.79
5755,19116948,4,2014-08-25,2015-07-19,100,10,10,10,10,10,10,0.12
5756,3301321,0,,,,,,,,,,
5757,100950046,0,,,,,,,,,,
5758,108314362,0,,,,,,,,,,
5759,20232088,14,2016-06-08,2017-03-29,94,10,10,10,10,9,10,1.27
5760,91121,0,,,,,,,,,,
5761,24349854,5,2016-09-23,2017-04-14,96,10,10,10,10,10,10,0.67
5762,2595665,0,,,,,,,,,,
5763,99787901,0,,,,,,,,,,
5764,1475389,83,2012-05-15,2017-05-02,99,10,10,10,10,10,10,1.37
5765,58121903,1,2016-06-13,2016-06-13,20,2,2,2,2,6,2,0.09
5766,7172568,8,2016-07-03,2017-05-01,100,10,10,10,10,10,10,0.79
5767,82753641,0,,,,,,,,,,
5768,46517220,25,2016-06-20,2017-03-03,80,9,8,9,9,8,8,2.36
5769,88754285,17,2016-09-18,2017-03-26,99,10,10,10,10,10,10,2.24
5770,10073138,0,,,,,,,,,,
5771,88407358,54,2016-08-17,2017-04-12,97,10,10,10,10,10,10,6.23
5772,10514035,6,2015-05-19,2015-09-26,100,9,9,10,10,10,10,0.25
5773,109335480,0,,,,,,,,,,
5774,49119691,32,2015-11-28,2017-04-18,98,10,10,10,10,10,10,1.84
5775,101418421,6,2017-02-12,2017-04-16,100,10,10,10,10,10,10,2.22
5776,76680817,2,2017-01-06,2017-01-12,80,8,10,10,6,8,10,0.51
5777,10569529,18,2016-01-05,2016-12-24,93,10,10,10,10,9,9,1.11
5778,159513,3,2014-07-23,2016-04-24,100,10,10,10,10,10,10,0.09
5779,45472863,3,2017-03-05,2017-04-16,67,8,7,9,9,8,8,1.5
5780,128112581,0,,,,,,,,,,
5781,12161481,0,,,,,,,,,,
5782,19599496,51,2014-09-14,2017-04-16,94,10,9,10,10,10,10,1.59
5783,24349854,67,2016-03-28,2017-04-20,85,9,9,10,10,9,9,5.0
5784,5425676,3,2015-10-07,2016-03-24,73,9,7,10,10,9,5,0.16
5785,2344764,268,2013-02-18,2017-04-27,99,10,10,10,10,10,10,5.23
5786,30713954,9,2016-03-27,2017-03-11,93,9,9,9,9,9,9,0.67
5787,5420141,169,2013-06-04,2017-04-15,92,9,9,9,9,9,9,3.55
5788,33620297,50,2015-07-05,2017-04-18,97,10,10,10,10,10,10,2.24
5789,56527900,0,,,,,,,,,,
5790,47596919,0,,,,,,,,,,
5791,5912335,33,2014-12-24,2017-04-25,99,10,10,10,10,10,10,1.15
5792,52119057,0,,,,,,,,,,
5793,54150574,38,2016-02-15,2017-04-14,90,9,9,10,10,9,9,2.57
5794,626219,0,,,,,,,,,,
5795,19051,0,,,,,,,,,,
5796,30518252,15,2016-12-25,2017-04-30,92,9,9,10,10,10,9,3.46
5797,4407407,162,2013-04-26,2017-04-17,96,10,10,10,10,10,10,3.31
5798,956262,9,2016-08-01,2017-01-01,96,10,10,10,10,10,10,0.98
5799,43516572,64,2016-05-23,2017-05-02,99,10,10,10,10,10,10,5.55
5800,66478428,2,2016-07-06,2016-07-13,100,10,9,10,10,10,10,0.2
5801,42443311,1,2017-02-09,2017-02-09,100,10,10,10,10,10,10,0.36
5802,1990071,51,2014-04-01,2017-03-30,93,10,9,10,10,9,9,1.36
5803,4141930,82,2015-07-28,2017-04-19,99,10,10,10,10,10,10,3.81
5804,14735666,9,2014-08-05,2016-07-26,87,9,8,10,10,10,9,0.27
5805,10531137,66,2015-09-21,2017-04-21,97,10,10,10,10,9,10,3.35
5806,76146691,4,2016-07-05,2016-09-06,100,10,10,10,10,10,10,0.4
5807,7709277,0,,,,,,,,,,
5808,5104572,8,2016-11-23,2017-01-09,98,10,10,10,10,10,10,1.48
5809,2464868,5,2016-05-21,2017-04-18,100,10,10,10,10,10,10,0.43
5810,58823,15,2010-12-19,2017-02-13,87,9,9,10,10,10,9,0.19
5811,29189030,0,,,,,,,,,,
5812,5181789,20,2016-10-10,2017-02-24,92,10,10,10,10,9,9,2.9
5813,5181789,48,2016-08-09,2017-04-18,85,9,9,10,9,10,9,5.37
5814,109680963,0,,,,,,,,,,
5815,45406600,0,,,,,,,,,,
5816,41753348,33,2016-05-09,2017-04-11,97,10,10,10,10,10,9,2.75
5817,91880841,1,2016-08-29,2016-08-29,100,10,10,10,10,10,10,0.12
5818,35031043,24,2015-06-27,2017-03-19,99,10,10,10,10,10,10,1.06
5819,15282833,101,2015-09-28,2017-04-08,97,10,10,10,10,10,10,5.19
5820,6734136,0,,,,,,,,,,
5821,2569016,71,2014-03-18,2017-04-17,83,8,8,9,9,9,8,1.86
5822,27499463,100,2015-02-12,2017-04-16,94,10,10,10,10,10,9,3.7
5823,9992590,7,2016-11-13,2017-04-20,100,10,10,10,10,10,10,1.22
5824,51556555,0,,,,,,,,,,
5825,119131148,5,2017-04-01,2017-04-27,100,10,10,10,10,10,10,4.55
5826,13320150,7,2015-08-25,2017-04-08,97,10,10,10,10,10,9,0.34
5827,44468390,50,2015-11-06,2017-04-30,92,9,9,10,10,9,9,2.75
5828,33773049,36,2015-06-18,2017-04-19,94,10,9,10,10,10,9,1.57
5829,1021607,0,,,,,,,,,,
5830,47144232,17,2016-06-20,2016-11-28,93,10,9,9,10,9,10,1.6
5831,4276004,0,,,,,,,,,,
5832,2897611,162,2013-08-19,2017-04-25,98,10,10,10,10,10,10,3.59
5833,5706269,0,,,,,,,,,,
5834,20675797,4,2017-03-15,2017-05-01,90,9,9,10,10,8,9,2.4
5835,20668184,11,2014-11-30,2017-04-15,98,10,10,10,10,10,10,0.37
5836,114419787,3,2017-03-29,2017-04-09,67,8,7,7,7,9,7,2.5
5837,56867523,0,,,,,,,,,,
5838,26069,3,2013-05-21,2014-08-24,93,10,9,10,9,10,9,0.06
5839,6299396,0,,,,,,,,,,
5840,5467317,20,2013-03-31,2017-02-26,94,10,9,10,10,9,9,0.4
5841,4378151,51,2016-02-09,2017-03-12,85,9,8,9,9,9,9,3.4
5842,81015991,0,,,,,,,,,,
5843,9393188,11,2016-10-11,2017-04-12,98,9,10,10,10,10,10,1.61
5844,38398883,8,2016-11-14,2017-04-26,98,10,9,10,9,9,10,1.4
5845,21940642,1,2017-03-31,2017-03-31,,,,,,,,0.88
5846,2622454,187,2014-02-02,2017-04-02,94,10,10,10,10,9,9,4.73
5847,33115177,10,2015-09-05,2016-09-01,86,9,9,10,10,10,9,0.49
5848,22347611,4,2015-08-27,2017-04-15,95,9,9,10,9,9,9,0.19
5849,2882551,170,2014-05-05,2017-04-30,98,10,10,10,10,10,10,4.66
5850,31403037,103,2015-09-08,2017-04-17,97,10,10,10,10,10,10,5.12
5851,36451146,0,,,,,,,,,,
5852,35248535,4,2017-02-23,2017-04-02,100,10,10,10,10,10,10,1.71
5853,18532292,1,2016-06-25,2016-06-25,100,10,10,10,10,10,10,0.1
5854,33848982,71,2015-06-17,2017-04-09,95,10,10,10,10,10,10,3.1
5855,42927041,0,,,,,,,,,,
5856,106668243,0,,,,,,,,,,
5857,14522379,0,,,,,,,,,,
5858,9112713,1,2017-02-12,2017-02-12,100,10,10,10,10,10,10,0.37
5859,1541564,11,2016-10-02,2017-04-23,95,9,9,10,10,10,10,1.54
5860,4510013,11,2017-01-15,2017-05-01,98,10,10,10,10,10,10,3.03
5861,19596237,0,,,,,,,,,,
5862,99117497,13,2016-10-21,2017-04-21,94,10,9,10,10,10,9,2.0
5863,105995511,0,,,,,,,,,,
5864,5607172,22,2014-04-04,2017-04-25,97,10,10,10,10,9,10,0.59
5865,74605381,9,2016-06-26,2016-10-02,89,9,9,9,9,10,10,0.87
5866,19351457,0,,,,,,,,,,
5867,2324191,9,2015-07-24,2017-04-02,70,7,7,9,8,7,8,0.42
5868,9895292,48,2016-06-25,2017-04-18,94,10,9,10,10,10,10,4.6
5869,36995741,15,2015-10-17,2017-04-28,100,10,10,10,10,10,10,0.8
5870,11581546,46,2014-02-18,2017-04-05,100,10,10,10,10,10,10,1.18
5871,84598223,0,,,,,,,,,,
5872,11839100,22,2014-03-08,2017-04-13,95,10,10,9,10,10,9,0.57
5873,71730341,0,,,,,,,,,,
5874,27947073,2,2016-08-28,2016-10-31,100,10,10,10,10,9,10,0.24
5875,3021177,335,2012-08-15,2017-04-30,97,10,10,10,10,10,10,5.83
5876,47211602,1,2016-12-19,2016-12-19,100,10,10,10,10,10,10,0.22
5877,250886,16,2017-01-16,2017-04-16,99,10,10,10,10,10,10,4.44
5878,26125635,0,,,,,,,,,,
5879,7182808,5,2016-03-06,2017-02-24,68,6,6,8,8,7,8,0.35
5880,17315270,13,2015-08-08,2017-03-28,100,10,10,10,10,10,10,0.61
5881,2554837,4,2016-03-02,2017-04-06,100,10,10,10,10,10,10,0.28
5882,39675134,2,2016-08-04,2016-10-14,100,10,10,10,10,10,10,0.22
5883,39082834,10,2016-05-17,2017-03-31,100,10,10,10,10,10,10,0.85
5884,51771328,29,2016-11-21,2017-04-30,100,10,10,10,10,10,10,5.3
5885,75594140,47,2016-06-22,2017-04-01,100,10,10,10,10,10,10,4.46
5886,101285019,3,2017-01-21,2017-03-12,100,9,9,10,10,10,10,0.87
5887,14365675,5,2017-04-16,2017-05-01,92,9,10,10,10,9,9,5.0
5888,9464908,2,2016-09-30,2016-12-07,80,9,8,10,10,10,9,0.28
5889,91757869,9,2016-09-22,2017-03-19,98,10,10,10,10,10,10,1.21
5890,6795635,29,2016-07-22,2017-04-09,92,9,10,9,10,8,9,3.05
5891,5962219,57,2013-05-09,2016-11-18,97,10,9,10,10,10,10,1.17
5892,31533086,16,2016-12-13,2017-04-15,98,10,10,10,10,10,10,3.36
5893,82334579,0,,,,,,,,,,
5894,1381694,17,2016-02-16,2017-04-02,95,9,9,10,10,10,10,1.15
5895,970048,101,2015-03-07,2017-04-21,90,9,9,9,10,10,9,3.84
5896,2458357,0,,,,,,,,,,
5897,8999643,9,2017-03-05,2017-04-24,96,10,10,10,9,9,10,4.5
5898,21217235,0,,,,,,,,,,
5899,1716844,0,,,,,,,,,,
5900,12575294,3,2014-03-17,2016-10-11,87,9,8,9,9,9,8,0.08
5901,26389593,1,2016-09-03,2016-09-03,100,10,8,10,10,10,10,0.12
5902,17691545,1,2014-07-30,2014-07-30,100,10,10,10,10,10,10,0.03
5903,71044391,0,,,,,,,,,,
5904,48506445,0,,,,,,,,,,
5905,127450787,0,,,,,,,,,,
5906,2291043,3,2017-02-10,2017-03-13,100,10,10,10,10,10,10,1.08
5907,8012090,49,2015-06-22,2016-12-30,93,10,10,10,10,10,10,2.16
5908,39283762,33,2015-08-04,2016-08-28,94,10,10,9,10,10,9,1.55
5909,1127863,0,,,,,,,,,,
5910,10336367,36,2016-04-24,2017-05-01,96,10,10,10,10,10,10,2.88
5911,10728953,0,,,,,,,,,,
5912,76262280,16,2016-07-04,2017-02-05,95,9,10,10,9,9,9,1.58
5913,37928528,5,2015-11-09,2017-05-02,100,10,9,10,10,9,10,0.28
5914,4265938,82,2015-03-23,2017-04-18,84,9,8,9,9,9,8,3.18
5915,60057,0,,,,,,,,,,
5916,47230641,16,2016-04-18,2017-01-19,95,10,10,10,10,9,10,1.26
5917,42399948,10,2016-06-06,2016-08-15,100,10,10,10,10,10,10,0.9
5918,11950224,10,2015-06-14,2017-04-05,91,10,10,10,10,10,10,0.43
5919,1231186,1,2014-07-31,2014-07-31,100,10,10,10,10,10,10,0.03
5920,3843940,4,2016-02-25,2017-03-24,100,10,10,9,10,10,10,0.28
5921,72699407,24,2016-05-26,2017-01-02,96,10,10,10,10,9,10,2.1
5922,1579702,3,2017-04-23,2017-05-01,100,10,10,10,10,9,10,3.0
5923,13246272,0,,,,,,,,,,
5924,61331312,3,2016-10-30,2017-04-01,100,10,10,10,10,10,10,0.48
5925,102728360,7,2016-11-20,2017-04-16,87,9,9,10,10,10,9,1.27
5926,23918240,3,2015-10-29,2017-01-15,100,10,10,10,10,10,10,0.16
5927,929744,11,2015-07-05,2017-03-29,100,10,9,10,10,9,10,0.49
5928,3772445,52,2012-12-11,2017-03-19,95,10,9,10,10,10,9,0.97
5929,39796621,6,2016-08-01,2017-03-18,100,10,10,10,10,10,10,0.65
5930,81326760,5,2016-12-13,2017-04-17,92,10,9,10,10,9,9,1.06
5931,43742640,18,2016-01-29,2017-02-19,93,10,9,10,10,10,10,1.17
5932,37198346,10,2017-02-02,2017-04-07,94,9,9,9,10,9,9,3.3
5933,68766769,5,2017-03-24,2017-04-21,88,8,9,9,9,10,8,3.66
5934,26014492,0,,,,,,,,,,
5935,1254174,1,2013-04-03,2013-04-03,80,8,8,4,6,6,8,0.02
5936,465624,26,2015-12-22,2017-04-04,81,8,8,8,8,9,8,1.57
5937,35855771,14,2016-03-13,2017-04-28,97,10,9,10,10,10,9,1.01
5938,89208052,2,2016-09-25,2016-11-05,100,10,10,10,10,10,10,0.27
5939,4336742,0,,,,,,,,,,
5940,82397723,8,2017-03-21,2017-04-13,100,10,10,10,10,10,10,5.45
5941,57161,54,2010-09-22,2017-03-15,88,9,9,9,9,9,9,0.67
5942,9578912,130,2014-03-11,2017-04-23,99,10,10,10,10,10,10,3.39
5943,35896721,4,2017-01-17,2017-03-18,100,10,10,10,10,10,10,1.12
5944,6231625,0,,,,,,,,,,
5945,117032768,2,2017-03-06,2017-04-10,100,10,9,10,10,10,10,1.02
5946,13284034,20,2014-10-21,2016-10-04,97,10,10,10,10,10,10,0.65
5947,48820411,7,2016-10-09,2016-12-09,100,10,10,10,9,10,10,1.01
5948,6276586,63,2013-05-17,2017-04-09,93,10,10,10,10,8,9,1.31
5949,40152260,0,,,,,,,,,,
5950,27383020,17,2015-07-04,2016-08-31,87,9,9,9,9,8,9,0.76
5951,25394214,39,2015-02-03,2017-02-16,99,10,10,10,10,10,10,1.43
5952,16599213,0,,,,,,,,,,
5953,915566,0,,,,,,,,,,
5954,97080432,7,2016-10-24,2017-03-18,100,10,10,10,10,10,10,1.09
5955,1262118,7,2013-02-20,2015-06-21,97,9,10,10,10,10,10,0.14
5956,114419787,8,2017-02-26,2017-04-30,90,9,8,9,9,10,9,3.58
5957,56270965,9,2016-09-27,2017-05-01,100,9,10,10,10,10,10,1.23
5958,6845750,3,2016-10-07,2017-01-22,93,10,10,10,10,9,10,0.43
5959,2315535,70,2013-03-26,2017-04-16,96,10,9,10,10,10,10,1.4
5960,45835636,0,,,,,,,,,,
5961,34001581,7,2015-06-15,2016-08-14,100,10,10,10,10,10,10,0.3
5962,36176111,0,,,,,,,,,,
5963,34111544,7,2015-08-10,2017-04-18,94,10,10,10,9,10,9,0.33
5964,6561992,41,2013-08-23,2017-04-08,95,10,10,9,10,9,9,0.91
5965,6559776,29,2015-03-18,2017-03-12,97,10,10,10,10,10,9,1.12
5966,14655291,10,2015-07-19,2016-08-16,96,9,9,10,10,10,9,0.46
5967,63551487,0,,,,,,,,,,
5968,113295697,5,2017-04-10,2017-04-30,84,8,8,8,8,8,8,5.0
5969,64554750,4,2016-04-18,2016-10-10,100,10,10,10,10,10,10,0.31
5970,121898302,0,,,,,,,,,,
5971,32854568,35,2016-03-17,2017-02-11,94,10,9,10,10,10,10,2.54
5972,60227557,0,,,,,,,,,,
5973,86222435,3,2016-10-09,2017-02-12,100,10,9,10,10,10,9,0.43
5974,5381136,11,2014-04-02,2017-01-01,96,10,10,10,10,9,9,0.29
5975,25138002,15,2016-06-08,2017-04-20,93,10,9,10,10,10,9,1.36
5976,20628471,1,2016-08-03,2016-08-03,80,8,8,10,10,8,8,0.11
5977,100592184,0,,,,,,,,,,
5978,11359428,15,2015-10-22,2017-04-15,97,10,10,10,10,10,10,0.8
5979,64448858,10,2016-09-03,2017-04-25,91,9,9,9,9,10,9,1.23
5980,65228610,10,2016-11-24,2017-04-05,76,8,7,8,8,9,8,1.86
5981,3759339,0,,,,,,,,,,
5982,22994518,33,2014-11-02,2017-03-03,84,8,8,9,9,9,9,1.08
5983,70402995,2,2017-04-01,2017-04-09,90,10,10,10,10,10,10,1.82
5984,87423699,1,2017-03-26,2017-03-26,100,8,6,8,8,8,8,0.77
5985,28525251,7,2015-03-23,2016-01-01,91,9,9,10,10,10,9,0.27
5986,30444275,1,2017-02-21,2017-02-21,80,8,6,10,10,10,10,0.42
5987,21458609,12,2016-07-04,2017-04-11,87,9,9,10,9,10,9,1.18
5988,87270689,9,2016-08-14,2017-03-04,87,9,8,9,9,9,8,1.03
5989,121628761,0,,,,,,,,,,
5990,40163894,37,2016-07-14,2017-04-17,91,10,10,10,10,9,9,3.78
5991,2163876,18,2016-09-05,2017-04-20,91,9,9,10,10,9,9,2.24
5992,5990076,125,2014-07-14,2017-04-28,98,10,10,10,10,10,10,3.66
5993,10662998,23,2014-02-11,2017-03-24,96,10,10,10,10,10,9,0.59
5994,766549,0,,,,,,,,,,
5995,52589579,23,2017-03-04,2017-04-26,98,10,10,10,10,9,10,11.5
5996,9938659,0,,,,,,,,,,
5997,3679304,3,2016-11-17,2017-04-11,87,8,9,9,9,9,10,0.54
5998,962412,37,2014-11-10,2017-03-17,93,10,9,10,10,10,9,1.23
5999,69113298,8,2016-05-30,2017-01-30,100,10,10,10,10,10,10,0.71
6000,41197609,34,2015-09-07,2016-10-09,99,10,10,10,10,10,10,1.69
6001,46218841,3,2015-12-28,2016-06-26,100,10,9,10,10,10,10,0.18
6002,76243211,9,2016-10-14,2017-04-11,93,10,10,10,10,10,10,1.34
6003,640499,119,2011-06-20,2017-04-25,99,10,10,10,10,10,10,1.66
6004,122259606,3,2017-04-10,2017-04-30,100,10,10,10,10,10,10,3.0
6005,19482984,25,2016-07-29,2017-03-18,96,10,10,10,10,10,10,2.69
6006,50596095,0,,,,,,,,,,
6007,4981837,48,2015-07-03,2017-04-28,97,10,10,10,10,10,10,2.15
6008,34931579,101,2015-06-09,2017-04-11,95,9,9,10,10,9,9,4.36
6009,41855620,3,2015-09-15,2015-11-23,93,9,9,10,10,10,10,0.15
6010,246455,83,2010-10-16,2017-01-28,94,10,10,10,10,10,9,1.04
6011,57191267,1,2017-03-19,2017-03-19,100,10,10,10,10,10,10,0.65
6012,31051872,3,2016-06-14,2016-07-18,93,10,7,9,9,9,9,0.28
6013,9075429,58,2015-10-24,2017-04-26,98,10,10,10,10,10,10,3.12
6014,56418209,3,2017-04-10,2017-04-15,93,9,10,10,10,9,9,3.0
6015,38028046,0,,,,,,,,,,
6016,45161704,57,2015-10-09,2017-01-10,92,9,9,10,10,10,9,2.98
6017,25149349,1,2016-09-02,2016-09-02,100,10,10,10,10,10,10,0.12
6018,503403,0,,,,,,,,,,
6019,7796684,142,2013-09-23,2017-04-23,99,10,10,10,10,10,10,3.23
6020,602404,3,2017-04-20,2017-04-30,100,9,10,10,10,10,10,3.0
6021,14339865,84,2015-01-02,2017-05-01,97,10,10,10,10,9,10,2.95
6022,29699293,6,2016-11-28,2017-04-07,97,9,9,10,10,10,9,1.15
6023,7313214,15,2016-06-04,2017-03-21,99,10,10,10,10,10,10,1.35
6024,43604960,4,2015-10-25,2016-08-02,100,10,10,10,10,10,10,0.22
6025,75477479,3,2016-06-16,2016-07-14,87,9,8,9,9,10,9,0.28
6026,57803324,5,2016-02-12,2016-05-05,96,10,10,10,10,10,10,0.34
6027,15913099,4,2015-07-14,2017-04-12,95,10,10,10,10,10,10,0.18
6028,321936,0,,,,,,,,,,
6029,28575618,2,2016-12-26,2017-01-04,100,10,10,10,10,9,10,0.47
6030,26830537,88,2016-02-24,2017-04-13,98,10,10,10,10,9,10,6.07
6031,3139988,12,2014-07-31,2016-11-22,97,10,10,10,10,10,10,0.36
6032,597594,8,2016-12-30,2017-04-04,100,10,10,10,10,10,10,1.92
6033,63258371,106,2016-05-03,2017-04-25,99,10,10,10,10,10,10,8.71
6034,17693372,0,,,,,,,,,,
6035,29170234,3,2015-06-14,2015-11-21,93,10,10,10,10,10,10,0.13
6036,33083710,3,2015-11-28,2015-12-29,60,6,4,8,10,10,10,0.17
6037,9112713,9,2016-04-11,2017-03-13,93,9,8,10,10,10,9,0.7
6038,45857274,50,2015-10-15,2017-04-23,96,10,10,9,10,10,10,2.65
6039,31478582,15,2015-08-14,2016-10-25,85,9,9,9,10,8,9,0.72
6040,10686770,4,2015-05-14,2015-09-10,100,10,10,10,10,10,10,0.17
6041,309512,100,2011-01-02,2016-10-18,100,10,10,10,10,10,10,1.3
6042,21576593,31,2015-07-05,2017-04-09,93,10,9,10,10,9,9,1.39
6043,44118463,1,2015-10-03,2015-10-03,20,,,,,,,0.05
6044,16572765,10,2016-03-12,2016-12-03,94,10,10,9,10,10,9,0.72
6045,94535872,17,2016-09-18,2017-03-26,90,9,9,9,9,10,9,2.24
6046,43601348,1,2016-06-29,2016-06-29,,,,,,,,0.1
6047,14658034,0,,,,,,,,,,
6048,10037223,0,,,,,,,,,,
6049,47195146,0,,,,,,,,,,
6050,10569,23,2015-11-04,2017-03-17,97,10,9,10,10,9,9,1.26
6051,11987729,14,2016-07-26,2017-05-01,100,10,10,10,10,10,10,1.49
6052,60163012,34,2016-08-23,2017-05-01,97,10,10,10,10,10,10,4.02
6053,14866252,0,,,,,,,,,,
6054,10031739,97,2014-01-03,2017-01-22,96,10,10,10,10,9,9,2.39
6055,13737992,32,2015-03-04,2016-11-03,98,10,10,10,10,10,10,1.21
6056,42867028,63,2015-10-20,2017-04-28,99,10,10,10,10,10,10,3.36
6057,47057200,7,2016-08-04,2017-03-24,71,8,7,8,8,8,8,0.77
6058,7155571,6,2016-10-04,2017-02-11,100,10,10,10,10,10,10,0.85
6059,109398642,5,2017-01-08,2017-04-07,100,10,10,10,10,10,10,1.29
6060,44868586,9,2016-05-20,2017-03-31,89,10,9,10,10,9,9,0.77
6061,94415729,1,2017-04-16,2017-04-16,100,10,10,10,10,10,10,1.0
6062,46099565,0,,,,,,,,,,
6063,40230715,0,,,,,,,,,,
6064,102788301,1,2017-02-26,2017-02-26,100,8,10,10,10,10,10,0.45
6065,46707325,26,2016-11-18,2017-04-24,95,10,9,10,10,10,9,4.67
6066,1162931,6,2015-07-21,2015-08-16,97,10,10,10,10,10,9,0.28
6067,19567630,5,2015-07-18,2016-05-06,100,10,10,9,10,10,10,0.23
6068,2748853,0,,,,,,,,,,
6069,262220,46,2016-03-17,2017-04-30,100,10,10,10,10,10,10,3.34
