host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_listings_in_sample,host_verifications,host_has_profile_pic,host_identity_verified
14941579,Jade,2014-04-30,"Los Angeles, California, United States",within an hour,100.0,False,Atwater Village,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
14941594,Mag,2014-04-30,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
14950264,Bob,2014-04-30,"Los Angeles, California, United States",within an hour,100.0,False,Sherman Oaks,1.0,1,"['email', 'phone', 'reviews']",True,False
14969591,Nora,2014-05-01,"Los Angeles, California, United States",,,False,Sunland/Tujunga,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
14978530,Koko Ben,2014-05-01,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,8.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
15018209,Tracy,2014-05-02,"West Hollywood, California, United States",within an hour,100.0,True,East Hollywood,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15019568,Yan And Danielle,2014-05-02,"West Hollywood, California, United States",,,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15021342,Andrew/Bryce,2014-05-02,"Hermosa Beach, California, United States",within a few hours,100.0,True,Hermosa Beach,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
15022063,Crystal,2014-05-02,"Los Angeles, California, United States",within a day,80.0,False,Los Feliz,2.0,2,"['email', 'phone', 'reviews']",True,False
15025089,Alberto,2014-05-02,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15041820,Stephanie,2014-05-03,"Los Angeles, California, United States",within an hour,100.0,False,Palms,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15055244,Jessie May,2014-05-03,"Los Angeles, California, United States",within an hour,100.0,False,Venice,1.0,1,"['phone', 'reviews', 'kba']",True,False
15055856,Matthew,2014-05-03,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15062368,Natalie,2014-05-03,"Los Angeles, California, United States",within a few hours,75.0,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15081169,Tiffany,2014-05-04,"Long Beach, California, United States",within an hour,100.0,True,Long Beach,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",True,True
15108278,Ben,2014-05-05,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15136197,Camille,2014-05-05,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15138589,Meche,2014-05-05,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15152072,Elite,2014-05-05,"Los Angeles, California, United States",within an hour,100.0,False,South LA,4.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
15153351,Don,2014-05-05,"Los Angeles, California, United States",,,False,Venice,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15154453,Ethan,2014-05-05,"Los Angeles, California, United States",within a few hours,75.0,False,West Adams,4.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
15155048,Yas,2014-05-06,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,2.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
15186490,Driss,2014-05-06,"Los Angeles, California, United States",within a few hours,87.0,False,,6.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15191097,Nicolai,2014-05-06,"West Hollywood, California, United States",within a day,50.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15191894,Eric,2014-05-06,"Milwaukee, Wisconsin, United States",,,False,Downtown,1.0,1,"['email', 'phone', 'reviews']",True,False
15194721,Harsimran,2014-05-06,"Los Angeles, California, United States",,,False,,1.0,1,"['phone', 'facebook', 'reviews', 'jumio']",True,False
15195909,Derek,2014-05-06,"Hermosa Beach, California, United States",within an hour,100.0,False,Hermosa Beach,1.0,1,"['email', 'phone', 'google', 'reviews', 'jumio', 'government_id']",True,True
15214726,Ashley,2014-05-07,"Los Angeles, California, United States",within a day,50.0,False,Mid-City,1.0,1,"['email', 'phone']",True,False
15222506,Pauline,2014-05-07,"I live in Long Beach, California.",within an hour,100.0,True,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15222613,Ivan,2014-05-07,"Anaheim, California, United States",within a few hours,100.0,False,Anaheim,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15223759,Virginia,2014-05-07,"Glendale, California, United States",a few days or more,0.0,False,Glendale,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15243115,Omar,2014-05-07,US,,,False,Malibu,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15244457,Sara,2014-05-07,US,within a day,90.0,False,Malibu,1.0,1,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
15263376,Christina,2014-05-08,"Redondo Beach, California, United States",within a few hours,100.0,False,Redondo Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15269535,Jason,2014-05-08,"Los Angeles, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15282324,Nico,2014-05-08,"Santa Monica, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'facebook', 'linkedin', 'amex', 'reviews', 'work_email']",True,False
15282833,Pete,2014-05-08,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,2.0,2,"['email', 'phone', 'reviews']",True,False
15286094,Debora,2014-05-08,"Los Angeles, California, United States",,,False,South Robertson,1.0,1,"['email', 'phone', 'reviews']",True,False
15316983,Bob,2014-05-09,"West Hollywood, California, United States",,,False,West Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
15321709,Birgitt,2014-05-09,"Los Angeles, California, United States",within an hour,100.0,False,Los Feliz,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15322380,Karen,2014-05-09,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['email', 'phone', 'google', 'reviews', 'jumio']",True,True
15336919,Viktor,2014-05-10,"Santa Monica, California, United States",within a day,100.0,False,,1.0,1,"['email', 'phone', 'manual_online', 'reviews', 'jumio']",True,True
15341437,Shelley,2014-05-10,"Los Angeles, California, United States",within a day,90.0,False,Westchester/Playa Del Rey,3.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15350602,Grace,2014-05-10,US,within a day,100.0,False,West Los Angeles,1.0,1,"['email', 'phone', 'reviews']",True,False
15386857,Mathew,2014-05-11,"Los Angeles, California, United States",within an hour,100.0,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']",True,True
15389817,Saloumeh,2014-05-11,"Santa Monica, California, United States",within an hour,100.0,True,Santa Monica,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15397361,William,2014-05-11,US,within an hour,100.0,False,,3.0,1,"['email', 'phone', 'reviews']",True,False
15400352,Jordan,2014-05-11,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
15402807,Jennifer,2014-05-12,"Los Angeles, California, United States",,,False,,2.0,1,"['email', 'phone', 'kba']",True,False
15424151,James & Roxanne,2014-05-12,US,within a day,100.0,False,Venice,1.0,1,"['email', 'phone', 'reviews']",True,False
15444398,David,2014-05-12,"Los Angeles, California, United States",within a day,100.0,True,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15445132,Thomas,2014-05-12,"West Hollywood, California, United States",within an hour,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15452760,叶子,2014-05-13,"Rowland Heights, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15470300,Nicole,2014-05-13,"Chicago, Illinois, United States",,,False,Mid-City,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15481476,Shemer,2014-05-13,US,,,False,Sherman Oaks,1.0,1,"['email', 'phone']",True,False
15500488,Shannon,2015-07-20,"Los Angeles, California, United States",within a day,100.0,True,Silver Lake,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15503621,Diana,2014-05-14,"Los Angeles, California, United States",within an hour,100.0,True,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15521452,Steve,2014-05-14,US,within a day,75.0,False,Atwater Village,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15529424,Susan,2014-05-14,US,within an hour,100.0,True,,1.0,1,"['email', 'phone', 'reviews']",True,False
15533468,Caitlin,2016-02-14,"Los Angeles, California, United States",within a day,100.0,False,North Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15534411,Frank,2014-05-14,"Los Angeles, California, United States",within an hour,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15537377,Brandon,2014-05-14,"West Hollywood, California, United States",within a few hours,100.0,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15541037,Duncan,2014-05-14,"Southern California, USA",within a few hours,100.0,False,Rancho Palos Verdes,3.0,2,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
15545005,Jennifer,2014-05-15,"Chelsea, Massachusetts, United States",within an hour,97.0,False,Westlake,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15568415,Darrell,2014-05-15,U.S.,within a few hours,100.0,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15572056,Kelly,2014-05-15,"Los Angeles, California, United States",within an hour,100.0,True,Lincoln Heights,4.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",True,True
15575760,Ann,2014-05-15,"Culver City, California, United States",within a day,89.0,False,Palms,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15577626,Jj,2014-05-15,"Los Angeles, California, United States",within an hour,82.0,False,North Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
15581894,Gregory,2014-05-15,"Los Angeles, California, United States",,,False,Studio City,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15583160,Karen,2014-05-15,"New York, New York, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15584046,László,2014-05-15,"Los Angeles, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15616577,Christina,2014-05-16,"Los Angeles, California, United States",within a few hours,100.0,False,Westchester/Playa Del Rey,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
15621381,Kristi,2014-05-16,"Cerritos, California, United States",within an hour,100.0,True,Cerritos,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15621882,Wendy,2014-05-16,"Pasadena, California, United States",,,False,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15626218,Jason,2014-05-17,"Los Angeles, California, United States",,,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15636116,Jacqui,2014-05-17,CN,within an hour,100.0,False,,1.0,1,"['email', 'phone', 'reviews']",True,False
15645462,Erim,2014-05-17,"West Hollywood, California, United States",within a day,60.0,False,Mid-Wilshire,2.0,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",True,True
15648867,Renee,2014-05-17,"Long Beach, California, United States",,,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
15648946,Jay,2014-05-17,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15685966,Chris And Jeanne,2014-05-18,"Pasadena, California, United States",within an hour,100.0,True,Altadena,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
15686006,Mike & Aurelie,2014-05-18,"Los Angeles, California, United States",within an hour,100.0,True,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15698675,James,2014-05-19,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood Hills,6.0,1,"['email', 'phone', 'google', 'reviews', 'jumio']",True,True
15725425,Taly,2014-05-19,"Beverly Hills, California, United States",,,False,Beverly Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15727268,Eric,2014-05-19,"Malibu, California, United States",within an hour,100.0,False,Malibu,3.0,1,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
15735406,Patrick,2014-05-19,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,9.0,6,"['email', 'phone', 'reviews', 'jumio']",True,True
15762615,Hannah,2014-05-20,US,,,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15769143,Lito,2014-05-20,"Los Angeles, California, United States",within an hour,100.0,False,Downtown,1.0,1,"['email', 'phone', 'reviews']",True,False
15769936,Peter,2014-05-20,"El Segundo, California, United States",,,False,,1.0,1,"['email', 'phone']",True,False
15779300,Samantha,2014-05-20,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15789847,Maya,2014-05-20,"Los Angeles, California, United States",within a few hours,91.0,True,Venice,2.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
15795848,Andrew,2014-05-21,"Los Angeles, California, United States",within a day,75.0,False,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15802251,Tarret,2014-05-21,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'kba']",True,False
15811249,Udi,2016-08-01,"California, United States",within a few hours,100.0,False,Del Rey,2.0,2,"['email', 'phone', 'reviews']",True,False
15813363,Christopher,2014-05-21,"West Hollywood, California, United States",within an hour,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews']",True,False
15813548,Caroline,2014-05-21,"West Hollywood, California, United States",,,False,West Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15827940,Julia,2014-05-21,"Los Angeles, California, United States",within a day,70.0,False,Cahuenga Pass,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15832109,Donghua,2014-05-21,"San Gabriel, California, United States",within an hour,100.0,False,San Gabriel,8.0,4,"['email', 'phone', 'reviews', 'kba']",True,True
15835908,Linda,2014-05-22,"La Verne, California, United States",within an hour,100.0,False,,3.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
15840840,Jamie,2014-05-22,"Los Angeles, California, United States",within a few hours,100.0,True,,1.0,1,"['email', 'phone', 'reviews']",True,False
15852375,Laura,2014-05-22,"Los Angeles, California, United States",within an hour,100.0,True,Manhattan Beach,3.0,2,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
15855951,Andy,2014-05-22,"Los Angeles, California, United States",within a few hours,100.0,True,Atwater Village,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
15860766,Bonnie,2014-05-22,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15875210,Gracie,2014-05-22,"Venice, Veneto, Italy",,,False,Venice,1.0,1,"['email', 'phone', 'facebook']",True,False
15878447,Betty,2014-05-23,"Monterey Park, California, United States",within an hour,100.0,True,Monterey Park,9.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
15896480,Carolina,2014-05-23,"Los Angeles, California, United States",within an hour,88.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15906256,Margot,2014-05-23,"Los Angeles, California, United States",,,False,Silver Lake,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15906329,Michelle,2014-05-23,"Los Angeles, California, United States",,,False,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15913099,Christopher,2014-05-24,"Los Angeles, California, United States",within an hour,100.0,False,Los Feliz,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15914956,Marjorie,2014-05-24,"Los Angeles, California, United States",within a day,100.0,False,West Los Angeles,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15932437,Sheila,2014-05-24,"Los Angeles, California, United States",within an hour,100.0,False,Pacific Palisades,11.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15938400,Birgit,2014-05-24,"Long Beach, California, United States",within a few hours,100.0,True,Wallingford,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15959317,William,2014-05-25,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
15965996,Tabitha,2014-05-25,"Los Angeles, California, United States",within an hour,100.0,False,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
15979905,Vanessa,2014-05-25,"Beverly Hills, California, United States",within an hour,100.0,False,Beverly Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
15983960,Alyson,2014-05-26,"Inglewood, California, United States",within a day,71.0,False,Inglewood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16006272,Steve,2014-05-26,"West Hollywood, California, United States",within an hour,100.0,True,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
16009553,Jameson,2014-05-26,"Los Angeles, California, United States",within an hour,100.0,True,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16020423,Lamont,2014-05-26,"Claremont, California, United States",within an hour,100.0,False,,2.0,1,"['email', 'phone', 'reviews']",True,False
16027015,Kasey,2014-05-27,"Pasadena, California, United States",,,False,South Pasadena,1.0,1,"['email', 'phone', 'jumio']",True,False
16059637,Angela,2014-05-27,"West Hollywood, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16065058,James,2014-05-27,"Los Angeles, California, United States",within an hour,100.0,True,Cahuenga Pass,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16071658,Alex,2014-05-28,"Pasadena, California, United States",within a day,100.0,False,Pasadena,1.0,1,"['email', 'phone', 'reviews']",True,False
16072314,Yasy,2014-05-28,"Los Angeles, California, United States",within a few hours,100.0,True,Mid-Wilshire,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
16090257,Faith,2014-05-28,"Los Angeles, California, United States",within a day,100.0,True,Venice,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'work_email']",True,True
16105839,Renee,2014-05-28,United States,within a few hours,85.0,False,Los Feliz,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16114356,Felix,2014-05-29,"Pasadena, California, United States",,,False,Pasadena,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16114853,Sim,2014-05-29,"Los Angeles, California, United States",within an hour,100.0,True,West Hollywood,4.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16115273,Sanai,2014-05-29,CA,within a few hours,90.0,False,Long Beach,1.0,1,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio']",True,True
16158376,Fiorella,2014-05-30,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
16169742,Shai,2014-05-30,"Los Angeles, California, United States",within an hour,100.0,False,Los Feliz,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16184207,Savart,2014-05-30,"Los Angeles, California, United States",within an hour,100.0,False,Brentwood,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16188262,Joseph,2014-05-30,"Los Angeles, California, United States",within an hour,100.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16190299,Gitte,2014-05-30,"Los Angeles, California, United States",within a few hours,100.0,False,Hollywood Hills,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",True,True
16213620,Christine,2014-05-31,PH,within a few hours,90.0,False,Sierra Madre,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16220815,Chloe,2014-05-31,"Los Angeles, California, United States",,,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16243689,Alexander,2014-06-01,"Los Angeles, California, United States",within an hour,100.0,True,,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16256098,He Be,2014-06-01,"Los Angeles, California, United States",within an hour,100.0,False,,4.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
16261361,April,2014-06-01,"Manhattan Beach, California, United States",within a few hours,100.0,False,Manhattan Beach,2.0,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",True,True
16262021,Ross,2014-06-01,"Los Angeles, California, United States",within an hour,100.0,False,Westlake,17.0,8,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
16262984,Melissa,2014-06-01,"Culver City, California, United States",within a day,100.0,False,South Robertson,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16269267,Kim,2014-06-02,"California, United States",within an hour,100.0,False,Covina,9.0,1,"['email', 'phone', 'google', 'reviews', 'weibo', 'jumio', 'sesame', 'sesame_offline', 'work_email']",True,True
16300388,Adam,2014-06-02,"Los Angeles, California, United States",within an hour,80.0,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
16301832,Brandi,2014-06-02,"Los Angeles, California, United States",,,False,Laurel Canyon,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16304314,Lynda,2014-06-02,"Los Angeles, California, United States",within an hour,97.0,False,South LA,3.0,1,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
16307681,Mia,2014-06-02,"Los Angeles, California, United States",within an hour,100.0,False,Silver Lake,3.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
16339936,Nik,2014-06-03,"West Hollywood, California, United States",within a few hours,100.0,False,West Hollywood,3.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16355182,Eva,2014-06-03,"Santa Monica, California, United States",within an hour,92.0,False,Santa Monica,7.0,4,"['email', 'phone', 'google', 'reviews', 'manual_offline', 'jumio', 'work_email']",True,True
16381957,James,2014-06-04,"Long Beach, California, United States",within a day,50.0,False,,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
16390508,Sasha,2014-06-04,"Santa Cruz, California, United States",within an hour,100.0,False,Hollywood,8.0,2,"['email', 'phone', 'reviews', 'jumio', 'kba']",True,True
16395491,Tim,2014-06-04,"Los Angeles, California, United States",,,False,Mount Washington,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",True,True
16399943,Allyson,2014-06-04,"Los Angeles, California, United States",within an hour,89.0,False,Brentwood,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16419755,Ann,2015-05-08,,a few days or more,0.0,False,,1.0,1,"['email', 'phone']",True,False
16421337,James,2014-06-05,"Los Angeles, California, United States",within a day,100.0,False,Mid-Wilshire,1.0,1,"['email', 'phone', 'reviews']",True,False
16440070,Crissy,2014-06-05,london,within a day,50.0,False,Eagle Rock,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16446122,Cary,2014-06-06,"Los Angeles, California, United States",,,False,Hollywood,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16448019,Ryan,2014-06-06,"Santa Monica, California, United States",within a day,83.0,True,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16450807,Alex,2014-06-06,"New York, New York, United States",within an hour,100.0,False,Wilmersdorf,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16472083,Markham,2014-06-06,"Los Angeles, California, United States",within an hour,100.0,True,Downtown,6.0,1,"['email', 'phone', 'google', 'reviews', 'kba']",True,True
16478990,Michael,2014-06-06,"Los Angeles, California, United States",within a few hours,100.0,True,Mar Vista,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16484717,Joe,2014-06-07,"Los Angeles, California, United States",within a few hours,100.0,True,Mid-Wilshire,5.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16507201,Daniel,2014-06-07,"Los Angeles, California, United States",within an hour,100.0,False,Venice,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16507910,Hitomi,2014-06-07,"Santa Monica, California, United States",within an hour,100.0,True,Santa Monica,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",True,True
16513823,Dc,2014-06-08,"Santa Monica, California, United States",within a day,89.0,False,Santa Monica,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16527257,Ana,2014-06-08,"Burbank, California, United States",within an hour,100.0,False,Sun Valley,2.0,2,"['email', 'phone', 'reviews', 'kba']",True,True
16545761,Sayre,2014-06-08,"Long Beach, California, United States",within an hour,100.0,False,Long Beach,1.0,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",True,True
16572765,Sabrina,2014-06-09,"Los Angeles, California, United States",within a few hours,90.0,True,Mid-Wilshire,6.0,4,"['email', 'phone', 'reviews', 'jumio']",True,True
16577861,John,2014-06-09,"Lindenwold, New Jersey, United States",within a few hours,92.0,False,Venice,9.0,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
16579358,Eddie,2014-06-09,"Los Angeles, California, United States",within a day,70.0,False,South LA,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16586625,Steve,2014-06-09,"Los Angeles, California, United States",within a day,60.0,False,Hollywood,2.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16588103,Jim,2014-06-09,"Los Angeles, California, United States",,,False,Hollywood Hills,1.0,1,"['email', 'phone', 'reviews']",True,False
16588203,Mia,2014-06-09,US,within a day,75.0,False,Beverly Hills,1.0,1,"['email', 'phone']",True,False
16589093,Pelle,2014-06-09,"Los Angeles, California, United States",,,False,East Hollywood,1.0,1,"['email', 'phone', 'facebook', 'reviews']",True,False
16595056,Grant,2016-05-15,"Los Angeles, California, United States",within an hour,100.0,False,Venice,4.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual']",True,True
16599154,Lisa,2014-06-10,"Los Angeles, California, United States",,,False,Silver Lake,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16599213,Kate,2014-06-10,"San Francisco, California, United States",within an hour,100.0,False,Hollywood,2.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16623480,Ryanchase,2014-06-10,"Los Angeles, California, United States",within an hour,100.0,False,,1.0,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",True,True
16635956,Marisa,2014-06-10,"Los Angeles, California, United States",within an hour,100.0,True,Echo Park,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16644446,Heaven In USA Furnished Apartments,2014-06-11,United States,within an hour,99.0,False,Hollywood,56.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
16668749,Pamela,2014-06-11,"Santa Monica, California, United States",,,False,Santa Monica,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16672866,Carlos,2014-06-11,"Los Angeles, California, United States",within a few hours,97.0,False,Westwood,11.0,5,"['email', 'phone', 'reviews', 'kba', 'work_email']",True,True
16716758,Bradley,2014-06-12,"Los Angeles, California, United States",within an hour,100.0,True,Northridge,1.0,1,"['email', 'phone', 'reviews', 'kba']",True,True
16718741,Moka,2014-06-12,"Los Angeles, California, United States",within an hour,83.0,False,Hollywood,5.0,2,"['email', 'phone', 'reviews', 'jumio']",True,True
16722320,Ofir,2014-06-12,"Los Angeles, California, United States",,,False,Woodland Hills/Warner Center,1.0,1,"['email', 'phone', 'reviews', 'jumio']",True,True
