Host ID,Number of Reviews,First Review,Last Review,Overall Rating,Review Score,Accuracy,Cleanliness,Check-In,Communication,Location,Value,Reviews per Month,Category Average
6688302,55,2014-05-21,2017-04-21,95,Very High,10,10,10,10,10,9,1.53,9.833333333333334
79180174,21,2016-12-22,2017-04-08,89,Very High,10,9,9,8,10,10,4.74,9.333333333333334
10087133,25,2014-07-19,2017-03-14,94,Very High,9,9,10,10,9,9,0.74,9.333333333333334
12675478,76,2014-07-24,2017-04-29,97,Very High,10,10,10,10,10,10,2.25,10.0
819926,77,2015-05-16,2017-04-04,96,Very High,10,9,10,10,10,10,3.21,9.833333333333334
15621381,20,2016-01-14,2017-03-25,100,Very High,10,10,10,10,10,10,1.26,10.0
13548030,1,2014-08-03,2014-08-03,100,Very High,10,10,10,10,8,8,0.03,9.333333333333334
7512136,39,2013-08-01,2017-03-25,93,Very High,10,9,10,10,9,9,0.85,9.5
9929667,15,2015-03-27,2017-04-30,95,Very High,9,9,10,9,9,9,0.59,9.166666666666666
2782737,56,2015-08-16,2017-04-19,96,Very High,10,10,10,10,10,9,2.68,9.833333333333334
7964926,20,2015-07-12,2017-04-08,99,Very High,10,10,10,10,10,10,0.91,10.0
17072827,7,2015-06-28,2016-11-24,97,Very High,10,9,10,10,10,10,0.31,9.833333333333334
108920825,17,2017-01-11,2017-03-31,99,Very High,10,10,10,10,10,10,4.51,10.0
99126292,3,2016-10-18,2017-01-28,93,Very High,9,10,10,10,10,10,0.45,9.833333333333334
8593313,46,2016-03-30,2017-04-21,97,Very High,10,10,10,10,10,10,3.45,10.0
8557893,25,2014-07-24,2016-07-17,94,Very High,10,9,10,10,10,10,0.74,9.833333333333334
13685322,40,2016-06-06,2017-04-07,98,Very High,10,10,10,10,10,10,3.61,10.0
100993175,1,2017-03-18,2017-04-05,,,,,,,,,0.64,
12896578,20,2015-08-29,2017-03-30,98,Very High,9,9,10,10,10,9,0.98,9.5
7589912,18,2014-04-19,2017-02-22,98,Very High,10,10,10,10,10,10,0.49,10.0
10701906,9,2014-05-20,2016-07-11,95,Very High,10,10,10,10,10,10,0.25,10.0
54407699,4,2016-03-13,2017-03-14,100,Very High,10,10,10,10,10,10,0.29,10.0
72207722,2,2016-09-13,2016-09-26,100,Very High,10,10,10,10,10,10,0.26,10.0
10660916,20,2016-06-27,2017-04-23,94,Very High,10,10,10,9,10,10,1.93,9.833333333333334
103269487,28,2016-11-29,2017-05-01,96,Very High,10,10,10,10,9,10,5.38,9.833333333333334
7939606,70,2013-12-29,2017-04-05,98,Very High,10,10,10,10,10,10,1.72,10.0
32270784,2,2016-05-24,2016-08-01,70,High,7,6,9,9,7,8,0.17,7.666666666666667
12658999,5,2015-09-04,2017-02-05,96,Very High,10,10,10,10,10,9,0.25,9.833333333333334
24805385,11,2016-11-15,2017-02-07,91,Very High,9,9,10,10,10,9,1.94,9.5
36654617,6,2015-08-05,2016-11-18,90,Very High,10,9,10,10,10,8,0.28,9.5
14058068,6,2017-04-04,2017-04-30,100,Very High,10,10,10,10,10,9,6.0,9.833333333333334
19144760,25,2015-02-09,2017-04-10,97,Very High,10,10,10,10,9,9,0.92,9.666666666666666
7252050,2,2016-01-31,2017-03-14,100,Very High,9,9,9,10,10,9,0.13,9.333333333333334
40145813,53,2016-05-10,2017-04-09,85,Very High,9,9,9,9,9,9,4.43,9.0
12034800,1,2015-12-30,2015-12-30,100,Very High,10,10,10,10,8,10,0.06,9.666666666666666
29706878,10,2015-06-30,2016-12-11,100,Very High,10,10,10,10,10,10,0.45,10.0
50488859,9,2016-01-10,2017-04-03,100,Very High,10,10,10,10,10,10,0.56,10.0
53687662,16,2016-02-09,2016-10-09,96,Very High,10,9,10,10,10,10,1.07,9.833333333333334
2436403,116,2013-12-27,2017-03-28,99,Very High,10,10,10,10,10,10,2.84,10.0
34485256,73,2015-11-29,2017-05-01,84,High,9,8,9,9,9,9,4.2,8.833333333333334
47080295,92,2016-01-13,2017-05-01,92,Very High,9,9,10,10,9,9,5.79,9.333333333333334
18201315,37,2014-11-24,2017-04-23,100,Very High,10,10,10,10,10,10,1.24,10.0
26977234,20,2016-07-14,2016-11-21,93,Very High,10,10,10,10,9,10,2.04,9.833333333333334
664008,2,2016-11-18,2016-11-22,100,Very High,10,10,10,10,9,9,0.36,9.666666666666666
196851,154,2012-09-21,2017-03-05,100,Very High,10,10,10,10,10,10,2.74,10.0
3542162,15,2015-07-26,2017-02-06,100,Very High,10,10,10,10,10,10,0.69,10.0
112089928,5,2017-01-26,2017-03-27,96,Very High,8,9,10,10,9,10,1.53,9.333333333333334
11335184,1,2017-05-01,2017-05-01,100,Very High,10,10,10,10,10,10,1.0,10.0
69260897,6,2016-09-01,2017-02-12,92,Very High,10,9,10,10,10,10,0.73,9.833333333333334
103252003,17,2017-01-23,2017-05-01,99,Very High,10,10,10,10,10,10,5.05,10.0
9789046,94,2014-08-29,2017-02-20,99,Very High,10,10,10,10,10,10,2.88,10.0
18283110,8,2016-11-15,2017-03-28,93,Very High,10,10,10,10,10,10,1.41,10.0
69455373,6,2016-05-31,2017-04-23,100,Very High,10,10,10,10,10,10,0.53,10.0
114813433,7,2017-02-10,2017-04-08,91,Very High,10,9,10,10,10,9,2.53,9.666666666666666
42438525,9,2017-04-12,2017-04-28,100,Very High,10,10,10,10,10,10,9.0,10.0
71882258,2,2016-07-03,2016-07-23,90,Very High,10,10,10,10,10,10,0.2,10.0
22174795,60,2014-11-17,2017-04-09,98,Very High,10,10,10,10,10,10,2.0,10.0
27720514,27,2016-12-03,2017-04-09,84,High,9,9,9,9,10,9,5.33,9.166666666666666
21469317,58,2016-10-14,2017-04-30,100,Very High,10,10,10,10,9,10,8.61,9.833333333333334
2730920,18,2016-08-31,2016-12-26,97,Very High,10,10,10,10,10,10,2.2,10.0
13274626,4,2015-06-29,2016-08-16,100,Very High,10,10,10,10,10,10,0.18,10.0
2775748,11,2014-09-23,2017-03-29,100,Very High,10,10,10,10,10,10,0.35,10.0
33080969,1,2016-07-31,2016-07-31,100,Very High,6,6,10,10,10,10,0.11,8.666666666666666
12260586,1,2016-05-02,2016-05-02,100,Very High,10,10,10,10,10,10,0.08,10.0
1829016,55,2015-11-04,2017-04-29,97,Very High,10,10,10,10,10,10,3.02,10.0
116921447,2,2017-04-22,2017-05-01,100,Very High,10,9,9,10,9,10,2.0,9.5
16072314,22,2014-07-10,2016-11-05,92,Very High,9,9,10,10,10,9,0.64,9.5
78036636,6,2016-08-15,2017-03-13,100,Very High,10,10,10,10,10,10,0.69,10.0
37445687,15,2017-01-15,2017-04-21,92,Very High,10,10,10,10,10,10,4.13,10.0
22801094,49,2016-11-07,2017-04-28,97,Very High,10,10,10,10,10,10,8.26,10.0
28578679,1,2016-02-17,2016-02-17,100,Very High,10,10,10,10,10,10,0.07,10.0
9752792,7,2015-07-31,2017-02-27,83,High,9,8,9,9,10,8,0.33,8.833333333333334
82001477,11,2016-07-28,2017-03-14,93,Very High,9,9,10,10,9,10,1.18,9.5
4291526,7,2014-02-03,2015-08-17,94,Very High,10,10,10,10,9,10,0.18,9.833333333333334
63147436,1,2016-06-12,2016-06-12,100,Very High,10,10,10,10,10,8,0.09,9.666666666666666
2111937,3,2013-04-22,2016-11-03,100,Very High,10,9,10,10,10,10,0.06,9.833333333333334
1530328,12,2017-03-09,2017-05-01,100,Very High,10,10,10,10,10,10,6.43,10.0
38599834,5,2016-07-18,2016-10-26,92,Very High,10,10,10,10,10,10,0.52,10.0
86084205,9,2016-11-17,2017-04-16,87,Very High,9,10,10,9,10,8,1.61,9.333333333333334
95037261,22,2016-11-09,2017-04-28,100,Very High,10,10,10,10,10,10,3.75,10.0
3377435,17,2017-01-14,2017-04-30,100,Very High,10,10,10,10,10,10,4.64,10.0
48474048,56,2015-12-13,2017-04-30,98,Very High,10,10,10,10,10,10,3.31,10.0
3659692,228,2012-12-02,2017-03-29,84,High,9,8,9,9,9,9,4.24,8.833333333333334
4225157,3,2017-01-28,2017-03-26,100,Very High,10,10,10,10,10,10,0.94,10.0
45392029,4,2017-02-05,2017-03-03,100,Very High,10,10,10,10,10,9,1.36,9.833333333333334
3572059,212,2014-07-22,2017-04-20,99,Very High,10,10,10,10,10,10,6.25,10.0
9070537,11,2017-03-05,2017-04-30,95,Very High,10,10,9,10,10,10,5.5,9.833333333333334
2529928,1,2016-10-30,2016-11-18,100,Very High,10,10,10,8,10,10,0.16,9.666666666666666
143757,4,2016-07-27,2016-08-30,100,Very High,10,9,10,9,10,9,0.43,9.5
55328847,29,2016-06-13,2017-04-29,98,Very High,10,10,10,10,10,10,2.68,10.0
11886617,66,2016-05-19,2017-04-29,98,Very High,10,10,10,10,10,9,5.66,9.833333333333334
4014657,5,2016-09-29,2017-04-01,92,Very High,10,9,10,10,9,9,0.69,9.5
64123802,2,2016-08-01,2016-10-09,90,Very High,10,7,10,10,8,10,0.22,9.166666666666666
3895349,1,2013-04-21,2013-04-21,100,Very High,10,10,10,10,10,10,0.02,10.0
42927041,5,2015-09-04,2016-08-30,70,High,9,6,6,7,8,7,0.25,7.166666666666667
90166003,49,2016-08-21,2017-04-30,100,Very High,10,10,10,10,10,10,5.74,10.0
11022630,6,2015-02-25,2016-02-21,93,Very High,10,10,9,8,10,9,0.23,9.333333333333334
40835970,1,2015-12-02,2015-12-02,,,,,,,,,0.06,
798773,51,2016-09-30,2017-04-30,94,Very High,9,9,10,10,10,10,7.08,9.666666666666666
40235742,20,2015-09-07,2016-04-15,96,Very High,10,9,10,10,9,10,0.99,9.666666666666666
13746665,200,2014-12-30,2017-04-19,93,Very High,10,9,10,10,9,9,7.01,9.5
9031283,4,2015-07-15,2015-10-11,95,Very High,10,10,10,10,10,10,0.18,10.0
7270364,5,2016-04-17,2017-01-24,100,Very High,10,10,10,10,10,10,0.39,10.0
232857,26,2016-06-17,2017-04-22,96,Very High,10,10,10,10,9,9,2.43,9.666666666666666
65957030,103,2016-05-01,2017-04-15,97,Very High,10,10,10,10,10,9,8.4,9.833333333333334
25815889,3,2017-03-11,2017-04-15,73,High,7,7,10,9,7,6,1.67,7.666666666666667
14552277,63,2016-06-28,2017-04-07,97,Very High,10,10,10,10,10,10,6.1,10.0
44787464,11,2015-11-05,2017-02-23,96,Very High,9,9,9,10,10,9,0.6,9.333333333333334
6836024,13,2014-07-08,2017-04-07,100,Very High,10,10,10,10,10,10,0.38,10.0
9821350,102,2015-05-08,2017-04-30,90,Very High,9,9,10,10,9,9,4.21,9.333333333333334
13247539,171,2014-08-25,2017-04-28,93,Very High,10,9,10,10,10,9,5.22,9.666666666666666
3806538,24,2016-11-09,2017-04-23,88,Very High,9,9,10,10,9,9,4.09,9.333333333333334
10058975,39,2014-05-17,2017-04-13,94,Very High,10,9,10,10,9,10,1.08,9.666666666666666
103997766,4,2017-03-15,2017-04-29,100,Very High,10,10,10,10,10,10,2.4,10.0
4588522,7,2013-03-05,2014-07-27,94,Very High,10,9,10,9,9,9,0.14,9.333333333333334
17001601,1,2017-03-26,2017-03-26,100,Very High,10,10,10,10,10,10,0.77,10.0
6745566,62,2014-05-12,2017-04-25,95,Very High,10,9,10,10,10,10,1.71,9.833333333333334
32928235,11,2015-07-22,2017-03-12,93,Very High,9,9,10,10,9,9,0.51,9.333333333333334
4780152,2,2014-05-15,2017-04-09,100,Very High,8,8,9,10,10,8,0.06,8.833333333333334
6802554,4,2015-07-06,2016-12-31,100,Very High,10,9,9,10,10,10,0.18,9.666666666666666
3677880,140,2014-07-30,2017-04-30,97,Very High,10,10,10,10,9,10,4.16,9.833333333333334
71508454,23,2016-06-14,2017-04-02,96,Very High,9,9,10,10,9,9,2.13,9.333333333333334
57565851,3,2017-02-20,2017-04-03,100,Very High,9,9,10,10,10,10,1.23,9.666666666666666
841127,27,2013-03-29,2016-09-04,96,Very High,10,10,10,10,10,10,0.54,10.0
82520768,43,2016-07-13,2017-04-13,93,Very High,10,10,9,9,9,9,4.37,9.333333333333334
102138401,1,2017-04-04,2017-04-04,100,Very High,10,10,10,10,10,10,1.0,10.0
32344107,1,2016-11-20,2016-11-20,100,Very High,10,10,10,10,10,10,0.18,10.0
3717824,14,2016-03-30,2016-06-21,93,Very High,10,9,10,10,10,10,1.05,9.833333333333334
21734988,4,2015-04-02,2017-03-31,95,Very High,10,10,10,9,10,9,0.16,9.666666666666666
12547098,5,2016-04-24,2016-11-20,100,Very High,10,9,10,10,10,10,0.4,9.833333333333334
19813418,16,2016-01-19,2017-01-16,94,Very High,10,10,10,10,9,10,1.02,9.833333333333334
60296272,60,2016-03-10,2017-04-20,92,Very High,9,10,10,10,10,10,4.29,9.833333333333334
36721166,63,2015-08-08,2017-05-01,99,Very High,10,10,10,10,10,10,2.98,10.0
13223821,32,2016-09-28,2017-04-25,98,Very High,10,10,10,10,10,10,4.4,10.0
6610009,8,2014-09-26,2016-07-09,93,Very High,10,9,10,10,9,10,0.25,9.666666666666666
46810434,51,2016-09-01,2017-04-16,95,Very High,10,10,10,10,9,10,6.24,9.833333333333334
51003836,4,2015-12-31,2016-11-25,95,Very High,10,9,10,10,10,9,0.24,9.666666666666666
65602045,18,2016-04-29,2016-09-26,97,Very High,10,10,10,10,9,9,1.46,9.666666666666666
80838072,19,2016-07-04,2017-04-02,92,Very High,9,9,10,10,10,9,1.88,9.5
76667012,2,2016-08-04,2016-08-22,90,Very High,10,10,10,10,10,9,0.22,9.833333333333334
73712461,4,2016-08-26,2017-03-26,80,High,9,10,10,9,10,9,0.48,9.5
20487108,2,2016-11-07,2016-11-11,100,Very High,10,9,10,10,9,10,0.34,9.666666666666666
60926897,76,2016-03-23,2017-04-30,97,Very High,10,10,10,10,10,10,5.6,10.0
3978363,8,2016-08-07,2017-01-16,90,Very High,10,9,10,10,10,9,0.89,9.666666666666666
36345666,71,2016-06-19,2017-04-30,98,Very High,10,10,10,10,10,10,6.68,10.0
2164485,25,2013-12-14,2017-04-17,98,Very High,10,10,10,10,10,10,0.61,10.0
109405628,4,2017-02-22,2017-04-09,100,Very High,10,10,10,10,10,10,1.69,10.0
16968506,15,2016-09-07,2017-04-17,100,Very High,10,10,10,10,10,10,1.88,10.0
93686670,2,2017-03-22,2017-04-06,100,Very High,10,10,10,10,10,10,1.4,10.0
72368615,5,2016-09-25,2017-01-01,84,High,9,8,10,10,10,9,0.68,9.333333333333334
2749534,1,2017-04-25,2017-04-25,100,Very High,10,10,10,10,10,10,1.0,10.0
33684964,9,2015-07-20,2016-08-03,100,Very High,10,10,10,10,10,10,0.41,10.0
42551532,4,2017-02-12,2017-04-26,90,Very High,10,9,10,10,10,10,1.48,9.833333333333334
6762804,7,2016-07-13,2016-10-17,100,Very High,10,10,10,10,10,10,0.71,10.0
19976283,6,2016-11-20,2017-04-13,100,Very High,10,10,10,10,10,10,1.09,10.0
90118152,8,2016-11-07,2017-04-18,98,Very High,10,10,10,10,10,10,1.35,10.0
20295508,58,2014-09-30,2016-10-15,90,Very High,10,9,9,9,10,9,1.84,9.333333333333334
107066492,6,2016-12-23,2017-03-10,93,Very High,10,10,10,10,10,10,1.36,10.0
33759350,13,2015-09-14,2016-02-26,93,Very High,10,10,10,10,10,9,0.65,9.833333333333334
2863661,28,2016-08-09,2017-04-23,98,Very High,10,10,10,10,10,10,3.13,10.0
3475390,9,2016-09-25,2017-03-29,98,Very High,10,10,10,10,10,10,1.22,10.0
2288100,63,2015-10-12,2017-04-29,99,Very High,10,10,10,10,10,10,3.32,10.0
1445656,30,2014-05-18,2017-04-22,91,Very High,10,9,10,10,9,9,0.83,9.5
27672329,11,2016-11-13,2017-02-20,91,Very High,8,9,10,9,10,9,1.92,9.166666666666666
26256718,16,2016-02-22,2017-01-02,85,Very High,9,8,9,10,10,9,1.1,9.166666666666666
31560704,6,2015-05-16,2016-07-25,100,Very High,10,10,9,9,10,9,0.25,9.5
107275,15,2016-06-17,2016-10-06,92,Very High,9,10,10,9,9,9,1.4,9.333333333333334
104058862,21,2016-12-03,2017-02-17,100,Very High,10,10,10,10,10,10,4.14,10.0
6707112,91,2015-01-04,2017-04-29,98,Very High,10,10,10,10,10,10,3.21,10.0
32418570,3,2015-10-08,2016-01-31,100,Very High,10,10,10,10,10,10,0.16,10.0
81564286,2,2016-08-19,2016-12-30,60,Moderate,8,6,8,9,9,6,0.23,7.666666666666667
19635408,1,2017-02-16,2017-02-16,20,Very Low,,,,,,,0.39,
35916266,13,2016-04-06,2016-12-14,92,Very High,9,9,10,10,9,9,0.99,9.333333333333334
30674791,4,2015-10-06,2016-12-14,90,Very High,10,10,10,10,9,9,0.21,9.666666666666666
5279748,4,2015-01-19,2015-05-17,95,Very High,10,8,10,10,10,10,0.14,9.666666666666666
774887,47,2015-06-02,2017-04-22,95,Very High,9,9,10,10,10,10,2.01,9.666666666666666
69074831,8,2016-09-25,2017-04-30,95,Very High,9,9,9,10,10,9,1.09,9.333333333333334
10699861,24,2014-03-03,2017-04-26,98,Very High,10,9,10,10,9,10,0.62,9.666666666666666
21559784,9,2015-01-04,2016-08-15,96,Very High,10,9,10,10,10,9,0.32,9.666666666666666
21944524,17,2015-07-09,2017-01-29,93,Very High,10,9,10,10,10,9,0.77,9.666666666666666
43941929,15,2016-10-18,2017-04-24,97,Very High,10,10,10,10,10,10,2.27,10.0
76672821,1,2017-02-18,2017-03-21,60,Moderate,6,6,8,6,4,6,0.4,6.0
3415,2,2014-05-29,2016-01-27,80,High,9,9,8,8,10,8,0.06,8.666666666666666
22386213,30,2015-10-04,2017-04-23,93,Very High,10,10,10,10,9,10,1.56,9.833333333333334
13359098,2,2017-03-11,2017-04-16,80,High,6,6,10,10,10,8,1.11,8.333333333333334
35946004,35,2016-06-17,2017-04-27,94,Very High,10,9,10,10,10,10,3.27,9.833333333333334
71833482,5,2017-03-26,2017-04-16,88,Very High,9,10,9,9,9,9,3.85,9.166666666666666
107459541,7,2017-02-26,2017-04-09,100,Very High,10,10,10,10,10,10,3.13,10.0
9961576,42,2014-01-13,2016-12-28,96,Very High,10,9,10,10,10,10,1.04,9.833333333333334
25865924,4,2015-02-17,2015-05-17,95,Very High,10,10,10,10,10,10,0.15,10.0
85668816,23,2016-09-28,2017-04-27,97,Very High,10,10,10,10,10,10,3.17,10.0
55737726,1,2016-08-07,2016-08-07,100,Very High,8,10,10,10,10,10,0.11,9.666666666666666
67234274,11,2017-01-03,2017-04-03,98,Very High,10,10,10,10,9,10,2.73,9.833333333333334
69591466,27,2016-05-22,2017-04-30,99,Very High,10,10,10,10,10,10,2.33,10.0
60102551,11,2017-01-02,2017-04-22,100,Very High,10,10,10,10,10,10,2.7,10.0
18951858,4,2016-09-08,2017-01-10,85,Very High,9,9,10,8,10,9,0.5,9.166666666666666
7657468,60,2015-04-09,2017-05-02,97,Very High,10,10,10,10,10,9,2.38,9.833333333333334
20572023,3,2015-08-09,2016-08-07,67,Moderate,7,5,9,8,9,6,0.14,7.333333333333333
7535426,3,2016-05-01,2016-05-16,100,Very High,10,10,10,10,10,10,0.24,10.0
3660211,2,2017-03-16,2017-04-04,90,Very High,8,9,10,10,9,8,1.22,9.0
11580378,4,2016-05-31,2016-10-17,93,Very High,9,9,10,10,9,9,0.36,9.333333333333334
27978423,34,2015-06-09,2017-02-26,95,Very High,10,9,10,10,10,9,1.47,9.666666666666666
72757154,43,2016-06-09,2017-04-30,94,Very High,10,9,10,10,9,9,3.92,9.5
5778371,83,2013-04-30,2017-03-21,95,Very High,9,10,10,10,10,9,1.7,9.666666666666666
32491134,1,2017-04-17,2017-04-17,100,Very High,10,10,10,10,10,10,1.0,10.0
45106578,3,2016-05-25,2017-02-25,93,Very High,9,9,10,10,10,9,0.26,9.5
8479029,44,2016-02-15,2017-04-06,97,Very High,10,10,10,10,10,10,2.97,10.0
26074717,56,2015-03-03,2017-04-14,95,Very High,10,10,10,10,9,10,2.12,9.833333333333334
881247,56,2012-03-23,2017-01-31,97,Very High,10,10,10,10,10,10,0.9,10.0
683979,25,2014-01-20,2017-04-30,97,Very High,10,10,10,10,10,10,0.63,10.0
90882800,1,2016-08-28,2016-08-28,80,High,8,6,10,10,10,10,0.12,9.0
6448563,19,2015-10-08,2017-03-28,100,Very High,10,10,10,10,10,10,0.99,10.0
4345882,59,2015-05-26,2017-05-01,97,Very High,10,10,10,10,10,10,2.5,10.0
5006764,3,2017-04-21,2017-04-24,100,Very High,10,10,10,10,10,10,3.0,10.0
13321190,5,2014-09-01,2017-01-07,92,Very High,10,8,10,10,10,9,0.15,9.5
53619870,1,2017-03-26,2017-03-26,100,Very High,10,10,,,,,0.77,10.0
1462329,7,2015-11-18,2017-01-15,94,Very High,10,9,10,10,10,10,0.39,9.833333333333334
3211193,18,2017-03-22,2017-05-02,100,Very High,10,10,10,10,10,10,12.56,10.0
96478412,1,2016-10-23,2016-10-23,100,Very High,10,10,10,10,10,8,0.16,9.666666666666666
6527681,17,2016-03-05,2017-01-14,100,Very High,10,10,10,10,10,10,1.2,10.0
51958670,26,2015-12-22,2017-04-17,98,Very High,10,10,10,10,10,10,1.56,10.0
9251699,88,2013-10-29,2017-04-19,88,Very High,9,8,10,10,10,9,2.06,9.333333333333334
1630961,113,2014-04-04,2017-04-23,98,Very High,10,10,10,10,10,10,3.01,10.0
816926,20,2016-11-20,2017-05-02,97,Very High,10,10,10,10,10,10,3.64,10.0
100944293,24,2016-11-10,2017-04-22,97,Very High,10,10,10,10,10,10,4.11,10.0
33313074,2,2015-07-25,2016-12-21,90,Very High,9,8,10,10,10,9,0.09,9.333333333333334
342635,46,2014-07-20,2017-04-01,95,Very High,9,9,10,10,9,9,1.35,9.333333333333334
5417345,19,2015-06-15,2016-11-14,96,Very High,10,10,10,10,9,10,0.83,9.833333333333334
31751006,3,2015-05-19,2015-06-01,93,Very High,9,9,9,10,9,9,0.13,9.166666666666666
23993515,3,2016-04-13,2016-08-26,100,Very High,10,9,10,10,10,10,0.23,9.833333333333334
24775866,28,2014-12-30,2017-02-24,98,Very High,10,10,9,10,9,10,0.98,9.666666666666666
3618971,103,2012-10-20,2017-04-02,93,Very High,9,9,10,10,10,9,1.86,9.5
14009570,3,2016-06-13,2016-07-31,100,Very High,10,10,10,10,10,10,0.28,10.0
19031194,4,2016-11-27,2017-03-30,100,Very High,10,10,10,10,10,10,0.76,10.0
49518584,4,2015-12-11,2016-04-09,100,Very High,10,10,10,10,10,9,0.24,9.833333333333334
6415621,200,2014-09-16,2017-04-18,97,Very High,10,10,10,10,10,10,6.24,10.0
23375741,4,2016-10-09,2017-03-31,100,Very High,10,10,10,10,10,10,0.58,10.0
10294936,2,2016-11-14,2016-11-28,,,,,,,,,0.35,
44956984,67,2016-01-02,2017-04-29,93,Very High,10,9,10,10,9,9,4.12,9.5
51747316,2,2015-12-28,2016-01-02,100,Very High,10,10,10,10,10,10,0.12,10.0
9797060,1,2014-08-05,2014-08-05,80,High,10,10,10,10,10,8,0.03,9.666666666666666
33770103,14,2016-04-04,2017-03-26,97,Very High,10,10,10,10,10,10,1.06,10.0
23309015,4,2014-11-30,2014-12-31,95,Very High,10,8,10,10,9,9,0.14,9.333333333333334
424011,37,2016-07-29,2017-04-20,98,Very High,10,9,10,10,9,10,3.98,9.666666666666666
67100048,24,2016-06-13,2017-04-25,99,Very High,10,10,10,10,10,10,2.21,10.0
8541147,2,2016-06-09,2016-07-17,100,Very High,10,10,10,10,10,10,0.18,10.0
7288907,22,2014-05-05,2015-06-18,82,High,8,9,9,9,10,9,0.6,9.0
22020463,37,2016-07-06,2017-04-24,93,Very High,10,10,10,10,10,9,3.68,9.833333333333334
101555046,10,2016-11-02,2017-04-23,98,Very High,10,10,10,10,10,10,1.64,10.0
77411958,1,2016-07-10,2016-07-10,100,Very High,10,10,10,10,10,10,0.1,10.0
29160035,4,2016-09-18,2017-02-12,100,Very High,10,8,10,9,10,10,0.53,9.5
2266231,9,2015-11-30,2016-06-14,98,Very High,10,10,10,10,10,10,0.52,10.0
48482206,2,2016-03-13,2016-08-21,70,High,7,8,7,9,9,8,0.14,8.0
7898298,12,2015-11-15,2017-04-09,93,Very High,10,10,10,10,10,10,0.67,10.0
63156898,3,2017-03-31,2017-04-07,93,Very High,10,10,10,10,9,10,2.65,9.833333333333334
203732,32,2015-07-27,2017-04-17,91,Very High,9,9,10,10,9,9,1.48,9.333333333333334
5989173,6,2016-01-05,2016-11-06,93,Very High,10,9,10,10,10,9,0.37,9.666666666666666
257925,370,2011-04-16,2017-04-16,97,Very High,10,10,10,10,9,10,5.02,9.833333333333334
8905156,7,2016-10-31,2017-04-25,91,Very High,9,10,10,10,10,9,1.14,9.666666666666666
98540176,19,2016-11-14,2017-04-29,96,Very High,10,9,10,10,10,10,3.33,9.833333333333334
9410781,19,2016-04-09,2017-01-27,98,Very High,10,10,10,10,10,10,1.46,10.0
76108298,3,2016-12-20,2017-03-26,100,Very High,10,10,10,10,9,10,0.67,9.833333333333334
16716758,47,2014-07-03,2017-02-05,97,Very High,10,9,10,10,10,10,1.36,9.833333333333334
28478974,5,2017-02-16,2017-04-18,100,Very High,10,10,10,10,10,10,1.95,10.0
932193,2,2016-04-05,2016-06-18,90,Very High,10,9,9,9,9,9,0.15,9.166666666666666
15269535,32,2015-12-20,2017-04-24,88,Very High,9,8,10,10,9,9,1.92,9.166666666666666
15932437,73,2015-05-30,2017-04-04,91,Very High,9,10,10,10,10,9,3.11,9.666666666666666
59346838,52,2016-07-17,2017-02-20,95,Very High,10,10,9,10,10,9,5.36,9.666666666666666
107463957,5,2017-01-13,2017-02-27,92,Very High,9,9,10,8,10,9,1.35,9.166666666666666
25149349,4,2015-05-30,2016-08-28,85,Very High,10,10,10,10,10,9,0.17,9.833333333333334
100263208,2,2017-03-24,2017-03-31,100,Very High,10,10,10,10,10,10,1.46,10.0
1683600,15,2015-01-02,2017-04-07,100,Very High,10,10,10,10,10,10,0.53,10.0
41221625,10,2016-04-06,2016-07-25,96,Very High,10,10,10,10,10,10,0.76,10.0
7590839,13,2016-07-22,2017-04-16,97,Very High,10,10,10,10,10,10,1.36,10.0
7632782,71,2015-04-13,2017-01-08,95,Very High,10,10,10,10,9,9,2.83,9.666666666666666
9560767,17,2016-03-01,2017-04-27,94,Very High,10,9,10,10,10,10,1.19,9.833333333333334
22570507,2,2017-03-27,2017-04-28,80,High,10,10,10,10,4,8,1.58,8.666666666666666
8236124,9,2014-01-04,2016-12-15,100,Very High,10,10,10,10,10,10,0.22,10.0
61997341,5,2016-06-06,2017-02-14,96,Very High,10,10,10,10,10,10,0.45,10.0
33997351,13,2017-02-26,2017-04-30,100,Very High,10,10,10,10,10,10,5.82,10.0
3405091,24,2015-10-11,2017-04-04,93,Very High,9,9,10,10,9,10,1.26,9.5
11742158,57,2014-04-29,2017-04-09,93,Very High,9,10,10,10,9,9,1.55,9.5
65524624,1,2017-04-09,2017-04-09,100,Very High,10,10,10,10,10,10,1.0,10.0
56399352,9,2016-09-07,2017-03-24,96,Very High,10,10,10,10,9,9,1.13,9.666666666666666
1526226,78,2012-03-05,2017-04-23,97,Very High,10,10,10,10,9,10,1.24,9.833333333333334
72593370,5,2016-09-26,2017-04-17,100,Very High,10,9,10,10,10,10,0.68,9.833333333333334
120131072,1,2017-03-28,2017-04-03,100,Very High,10,10,10,10,10,10,0.81,10.0
96094486,36,2016-10-03,2017-04-21,95,Very High,10,10,10,10,10,10,5.07,10.0
19015,7,2015-06-13,2017-01-01,94,Very High,10,9,10,10,10,10,0.3,9.833333333333334
37926384,26,2016-06-14,2017-04-24,98,Very High,9,10,10,10,10,10,2.41,9.833333333333334
10099392,8,2016-02-14,2017-01-03,100,Very High,10,10,10,10,10,10,0.54,10.0
106647727,6,2017-01-03,2017-03-13,73,High,8,8,8,9,9,8,1.49,8.333333333333334
