host_id,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
104058862,21,2016-12-03,2017-02-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.14
4034366,0,,,,,,,,,,
6707112,91,2015-01-04,2017-04-29,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.21
32418570,3,2015-10-08,2016-01-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16
37731911,28,2016-10-06,2017-04-18,92.0,9.0,9.0,10.0,10.0,10.0,9.0,4.0
81564286,2,2016-08-19,2016-12-30,60.0,8.0,6.0,8.0,9.0,9.0,6.0,0.23
41859423,0,,,,,,,,,,
19635408,1,2017-02-16,2017-02-16,20.0,,,,,,,0.39
3384029,28,2014-05-03,2017-04-08,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.77
22904973,4,2016-02-12,2017-02-28,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0.27
35916266,13,2016-04-06,2016-12-14,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.99
102552338,0,,,,,,,,,,
30674791,4,2015-10-06,2016-12-14,90.0,10.0,10.0,10.0,10.0,9.0,9.0,0.21
9811903,147,2015-02-20,2017-04-11,89.0,9.0,9.0,9.0,9.0,9.0,9.0,5.49
5279748,4,2015-01-19,2015-05-17,95.0,10.0,8.0,10.0,10.0,10.0,10.0,0.14
774887,47,2015-06-02,2017-04-22,95.0,9.0,9.0,10.0,10.0,10.0,10.0,2.01
69074831,8,2016-09-25,2017-04-30,95.0,9.0,9.0,9.0,10.0,10.0,9.0,1.09
21420131,53,2015-08-29,2017-03-01,88.0,9.0,8.0,9.0,9.0,9.0,9.0,2.59
60229280,0,,,,,,,,,,
99658648,1,2016-11-06,2016-11-06,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.17
10699861,24,2014-03-03,2017-04-26,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0.62
21559784,9,2015-01-04,2016-08-15,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0.32
21944524,17,2015-07-09,2017-01-29,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.77
3417401,22,2016-12-02,2017-04-16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.31
43941929,15,2016-10-18,2017-04-24,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.27
7803231,0,,,,,,,,,,
31297737,0,,,,,,,,,,
76672821,1,2017-02-18,2017-03-21,60.0,6.0,6.0,8.0,6.0,4.0,6.0,0.4
3415,2,2014-05-29,2016-01-27,80.0,9.0,9.0,8.0,8.0,10.0,8.0,0.06
117239027,0,,,,,,,,,,
213865,0,,,,,,,,,,
22386213,30,2015-10-04,2017-04-23,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1.56
13359098,2,2017-03-11,2017-04-16,80.0,6.0,6.0,10.0,10.0,10.0,8.0,1.11
35946004,35,2016-06-17,2017-04-27,94.0,10.0,9.0,10.0,10.0,10.0,10.0,3.27
71833482,5,2017-03-26,2017-04-16,88.0,9.0,10.0,9.0,9.0,9.0,9.0,3.85
95450498,0,,,,,,,,,,
50999731,0,,,,,,,,,,
107459541,7,2017-02-26,2017-04-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.13
9961576,42,2014-01-13,2016-12-28,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1.04
46163087,13,2015-12-28,2017-04-01,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.79
11105778,16,2016-05-29,2017-03-12,90.0,9.0,8.0,9.0,10.0,10.0,9.0,1.41
2101623,278,2012-11-22,2017-04-07,91.0,9.0,9.0,10.0,10.0,9.0,9.0,5.14
25865924,4,2015-02-17,2015-05-17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.15
85668816,23,2016-09-28,2017-04-27,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.17
100314781,0,,,,,,,,,,
30878838,143,2015-04-17,2017-04-23,89.0,9.0,8.0,9.0,9.0,9.0,9.0,5.74
55737726,1,2016-08-07,2016-08-07,100.0,8.0,10.0,10.0,10.0,10.0,10.0,0.11
18899848,0,,,,,,,,,,
67234274,11,2017-01-03,2017-04-03,98.0,10.0,10.0,10.0,10.0,9.0,10.0,2.73
1757749,40,2015-09-21,2017-02-19,91.0,10.0,9.0,10.0,10.0,9.0,9.0,2.03
89229372,0,,,,,,,,,,
69591466,27,2016-05-22,2017-04-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.33
60102551,11,2017-01-02,2017-04-22,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.7
109036374,0,,,,,,,,,,
18951858,4,2016-09-08,2017-01-10,85.0,9.0,9.0,10.0,8.0,10.0,9.0,0.5
32103382,58,2016-05-14,2017-05-01,94.0,10.0,9.0,10.0,10.0,10.0,10.0,4.9
7657468,60,2015-04-09,2017-05-02,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2.38
20572023,3,2015-08-09,2016-08-07,67.0,7.0,5.0,9.0,8.0,9.0,6.0,0.14
30713954,39,2016-01-31,2017-04-24,88.0,9.0,9.0,9.0,9.0,10.0,9.0,2.55
7535426,3,2016-05-01,2016-05-16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24
3660211,2,2017-03-16,2017-04-04,90.0,8.0,9.0,10.0,10.0,9.0,8.0,1.22
11580378,4,2016-05-31,2016-10-17,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0.36
27978423,34,2015-06-09,2017-02-26,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.47
72757154,43,2016-06-09,2017-04-30,94.0,10.0,9.0,10.0,10.0,9.0,9.0,3.92
5778371,83,2013-04-30,2017-03-21,95.0,9.0,10.0,10.0,10.0,10.0,9.0,1.7
32491134,1,2017-04-17,2017-04-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
45106578,3,2016-05-25,2017-02-25,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0.26
3343353,20,2013-07-27,2017-03-24,92.0,9.0,10.0,10.0,10.0,9.0,9.0,0.44
10239350,0,,,,,,,,,,
8479029,44,2016-02-15,2017-04-06,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.97
26074717,56,2015-03-03,2017-04-14,95.0,10.0,10.0,10.0,10.0,9.0,10.0,2.12
66799217,0,,,,,,,,,,
119861152,7,2017-03-26,2017-04-29,97.0,10.0,9.0,10.0,10.0,9.0,10.0,5.38
881247,56,2012-03-23,2017-01-31,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9
683979,25,2014-01-20,2017-04-30,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.63
90882800,1,2016-08-28,2016-08-28,80.0,8.0,6.0,10.0,10.0,10.0,10.0,0.12
6448563,19,2015-10-08,2017-03-28,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.99
4345882,59,2015-05-26,2017-05-01,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.5
5006764,3,2017-04-21,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0
13321190,5,2014-09-01,2017-01-07,92.0,10.0,8.0,10.0,10.0,10.0,9.0,0.15
38187004,0,,,,,,,,,,
53619870,1,2017-03-26,2017-03-26,100.0,10.0,10.0,,,,,0.77
1462329,7,2015-11-18,2017-01-15,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.39
9950052,0,,,,,,,,,,
3211193,18,2017-03-22,2017-05-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12.56
9900595,0,,,,,,,,,,
96478412,1,2016-10-23,2016-10-23,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.16
72859324,0,,,,,,,,,,
6527681,17,2016-03-05,2017-01-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.2
51958670,26,2015-12-22,2017-04-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.56
9251699,88,2013-10-29,2017-04-19,88.0,9.0,8.0,10.0,10.0,10.0,9.0,2.06
1630961,113,2014-04-04,2017-04-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.01
816926,20,2016-11-20,2017-05-02,97.0,10.0,10.0,10.0,10.0,10.0,10.0,3.64
49821898,0,,,,,,,,,,
100944293,24,2016-11-10,2017-04-22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.11
33313074,2,2015-07-25,2016-12-21,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0.09
342635,46,2014-07-20,2017-04-01,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1.35
97555750,0,,,,,,,,,,
5417345,19,2015-06-15,2016-11-14,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0.83
76615761,10,2016-09-20,2017-04-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.33
31751006,3,2015-05-19,2015-06-01,93.0,9.0,9.0,9.0,10.0,9.0,9.0,0.13
23993515,3,2016-04-13,2016-08-26,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.23
34329647,0,,,,,,,,,,
24775866,28,2014-12-30,2017-02-24,98.0,10.0,10.0,9.0,10.0,9.0,10.0,0.98
120638795,0,,,,,,,,,,
3839102,9,2016-07-15,2017-01-31,87.0,8.0,8.0,10.0,9.0,9.0,9.0,0.92
3618971,103,2012-10-20,2017-04-02,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1.86
30713954,11,2016-02-21,2017-04-16,93.0,9.0,10.0,10.0,9.0,9.0,10.0,0.75
14009570,3,2016-06-13,2016-07-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.28
19031194,4,2016-11-27,2017-03-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.76
49518584,4,2015-12-11,2016-04-09,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0.24
6415621,200,2014-09-16,2017-04-18,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.24
23375741,4,2016-10-09,2017-03-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.58
10294936,2,2016-11-14,2016-11-28,,,,,,,,0.35
32522510,10,2016-05-23,2017-03-21,90.0,9.0,9.0,9.0,10.0,10.0,10.0,0.87
44956984,67,2016-01-02,2017-04-29,93.0,10.0,9.0,10.0,10.0,9.0,9.0,4.12
51747316,2,2015-12-28,2016-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.12
47057200,11,2016-07-20,2017-02-12,84.0,9.0,8.0,10.0,10.0,8.0,9.0,1.15
67948784,0,,,,,,,,,,
9797060,1,2014-08-05,2014-08-05,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0.03
33770103,14,2016-04-04,2017-03-26,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06
59759209,0,,,,,,,,,,
95286,26,2015-08-20,2017-03-22,91.0,9.0,9.0,10.0,9.0,9.0,9.0,1.25
45169355,7,2016-05-23,2017-02-27,91.0,9.0,10.0,9.0,9.0,8.0,8.0,0.61
57425866,42,2016-05-27,2017-03-05,83.0,8.0,9.0,9.0,9.0,9.0,8.0,3.7
23309015,4,2014-11-30,2014-12-31,95.0,10.0,8.0,10.0,10.0,9.0,9.0,0.14
424011,37,2016-07-29,2017-04-20,98.0,10.0,9.0,10.0,10.0,9.0,10.0,3.98
67100048,24,2016-06-13,2017-04-25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.21
8541147,2,2016-06-09,2016-07-17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18
7288907,22,2014-05-05,2015-06-18,82.0,8.0,9.0,9.0,9.0,10.0,9.0,0.6
22020463,37,2016-07-06,2017-04-24,93.0,10.0,10.0,10.0,10.0,10.0,9.0,3.68
96584183,0,,,,,,,,,,
32724729,0,,,,,,,,,,
101555046,10,2016-11-02,2017-04-23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.64
77411958,1,2016-07-10,2016-07-10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1
29160035,4,2016-09-18,2017-02-12,100.0,10.0,8.0,10.0,9.0,10.0,10.0,0.53
2266231,9,2015-11-30,2016-06-14,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.52
48482206,2,2016-03-13,2016-08-21,70.0,7.0,8.0,7.0,9.0,9.0,8.0,0.14
29543681,0,,,,,,,,,,
82589003,74,2016-07-11,2017-04-20,88.0,9.0,9.0,10.0,10.0,9.0,9.0,7.47
46987605,87,2015-11-01,2017-04-29,86.0,9.0,9.0,9.0,9.0,9.0,9.0,4.75
58785074,0,,,,,,,,,,
7898298,12,2015-11-15,2017-04-09,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.67
10336413,0,,,,,,,,,,
63156898,3,2017-03-31,2017-04-07,93.0,10.0,10.0,10.0,10.0,9.0,10.0,2.65
45472863,0,,,,,,,,,,
203732,32,2015-07-27,2017-04-17,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1.48
5989173,6,2016-01-05,2016-11-06,93.0,10.0,9.0,10.0,10.0,10.0,9.0,0.37
257925,370,2011-04-16,2017-04-16,97.0,10.0,10.0,10.0,10.0,9.0,10.0,5.02
8905156,7,2016-10-31,2017-04-25,91.0,9.0,10.0,10.0,10.0,10.0,9.0,1.14
98540176,19,2016-11-14,2017-04-29,96.0,10.0,9.0,10.0,10.0,10.0,10.0,3.33
9410781,19,2016-04-09,2017-01-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.46
73524899,0,,,,,,,,,,
76108298,3,2016-12-20,2017-03-26,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0.67
11982572,0,,,,,,,,,,
2730920,72,2015-07-23,2017-04-30,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.32
16716758,47,2014-07-03,2017-02-05,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.36
45144584,57,2016-05-08,2017-04-17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.74
3843940,10,2016-08-03,2017-02-24,92.0,8.0,10.0,9.0,9.0,10.0,9.0,1.09
28478974,5,2017-02-16,2017-04-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.95
1511137,14,2016-07-24,2017-04-04,90.0,9.0,10.0,9.0,9.0,9.0,9.0,1.48
932193,2,2016-04-05,2016-06-18,90.0,10.0,9.0,9.0,9.0,9.0,9.0,0.15
15269535,32,2015-12-20,2017-04-24,88.0,9.0,8.0,10.0,10.0,9.0,9.0,1.92
15932437,73,2015-05-30,2017-04-04,91.0,9.0,10.0,10.0,10.0,10.0,9.0,3.11
59346838,52,2016-07-17,2017-02-20,95.0,10.0,10.0,9.0,10.0,10.0,9.0,5.36
107463957,5,2017-01-13,2017-02-27,92.0,9.0,9.0,10.0,8.0,10.0,9.0,1.35
25149349,4,2015-05-30,2016-08-28,85.0,10.0,10.0,10.0,10.0,10.0,9.0,0.17
100263208,2,2017-03-24,2017-03-31,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.46
1683600,15,2015-01-02,2017-04-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53
41221625,10,2016-04-06,2016-07-25,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.76
7590839,13,2016-07-22,2017-04-16,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.36
34676158,15,2016-05-13,2017-03-09,91.0,9.0,8.0,9.0,10.0,9.0,9.0,1.27
7632782,71,2015-04-13,2017-01-08,95.0,10.0,10.0,10.0,10.0,9.0,9.0,2.83
9560767,17,2016-03-01,2017-04-27,94.0,10.0,9.0,10.0,10.0,10.0,10.0,1.19
22570507,2,2017-03-27,2017-04-28,80.0,10.0,10.0,10.0,10.0,4.0,8.0,1.58
8236124,9,2014-01-04,2016-12-15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.22
61997341,5,2016-06-06,2017-02-14,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.45
33997351,13,2017-02-26,2017-04-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5.82
3405091,24,2015-10-11,2017-04-04,93.0,9.0,9.0,10.0,10.0,9.0,10.0,1.26
11742158,57,2014-04-29,2017-04-09,93.0,9.0,10.0,10.0,10.0,9.0,9.0,1.55
65524624,1,2017-04-09,2017-04-09,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
56399352,9,2016-09-07,2017-03-24,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1.13
7900637,2,2016-08-07,2016-12-05,80.0,8.0,7.0,10.0,10.0,9.0,10.0,0.22
1466173,13,2015-08-07,2017-04-05,89.0,9.0,9.0,10.0,9.0,9.0,9.0,0.61
61668017,8,2017-03-19,2017-04-25,85.0,9.0,8.0,10.0,9.0,10.0,9.0,5.22
1526226,78,2012-03-05,2017-04-23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.24
72593370,5,2016-09-26,2017-04-17,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.68
120131072,1,2017-03-28,2017-04-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81
6315665,0,,,,,,,,,,
96094486,36,2016-10-03,2017-04-21,95.0,10.0,10.0,10.0,10.0,10.0,10.0,5.07
19015,7,2015-06-13,2017-01-01,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0.3
25060311,0,,,,,,,,,,
1381289,11,2014-06-30,2015-10-04,93.0,9.0,9.0,10.0,9.0,9.0,9.0,0.32
37926384,26,2016-06-14,2017-04-24,98.0,9.0,10.0,10.0,10.0,10.0,10.0,2.41
10099392,8,2016-02-14,2017-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.54
107394890,18,2016-12-20,2017-04-14,90.0,9.0,9.0,9.0,10.0,9.0,9.0,4.0
106647727,6,2017-01-03,2017-03-13,73.0,8.0,8.0,8.0,9.0,9.0,8.0,1.49
4273340,47,2012-05-12,2016-02-21,97.0,9.0,9.0,10.0,10.0,9.0,9.0,0.78
63951475,35,2016-06-23,2017-03-12,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3.33
70085320,7,2016-06-12,2016-12-14,97.0,9.0,10.0,10.0,10.0,10.0,9.0,0.64
26417099,25,2015-01-29,2016-07-27,96.0,9.0,10.0,10.0,10.0,10.0,10.0,0.91
49959241,9,2016-02-19,2017-01-22,87.0,8.0,9.0,9.0,9.0,8.0,8.0,0.61
7978870,89,2013-08-11,2017-04-13,92.0,9.0,9.0,10.0,10.0,10.0,9.0,1.96
32896476,1,2017-04-13,2017-04-13,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
5356013,232,2013-05-13,2017-04-16,98.0,10.0,10.0,10.0,10.0,9.0,10.0,4.79
4656446,8,2017-01-28,2017-04-03,95.0,10.0,10.0,9.0,10.0,10.0,9.0,2.5
465624,74,2011-06-06,2017-02-19,89.0,9.0,9.0,9.0,9.0,10.0,9.0,1.03
59077398,1,2017-03-18,2017-03-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.64
19237653,0,,,,,,,,,,
38506719,39,2015-08-27,2017-04-01,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.9
12488612,5,2016-07-04,2017-01-02,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.49
89155282,15,2017-02-06,2017-04-20,99.0,10.0,10.0,10.0,9.0,10.0,10.0,5.17
65637750,4,2017-03-26,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3.08
103174281,8,2016-12-04,2017-04-11,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1.59
103901886,9,2016-12-16,2017-04-13,98.0,10.0,9.0,10.0,10.0,9.0,10.0,1.94
9756758,3,2015-06-26,2016-08-01,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0.13
47057200,6,2016-11-10,2017-04-15,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.03
99397355,46,2016-10-26,2017-05-01,93.0,10.0,10.0,10.0,10.0,10.0,9.0,7.26
2558800,18,2017-03-18,2017-04-26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,11.49
16579358,1,2017-02-23,2017-02-23,,,,,,,,0.43
41325153,43,2015-08-18,2017-04-22,93.0,9.0,10.0,9.0,10.0,9.0,9.0,2.06
52830557,0,,,,,,,,,,
17799571,4,2014-10-15,2017-04-02,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.13
137990,131,2011-05-04,2016-09-18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.79
9294610,18,2016-01-20,2017-04-03,96.0,10.0,9.0,10.0,10.0,10.0,10.0,1.15
87296185,4,2016-08-14,2016-10-14,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.46
12626486,17,2015-01-08,2017-03-04,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0.6
33763998,32,2016-05-16,2017-04-25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.72
44746428,9,2015-10-07,2017-04-03,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.47
117691850,13,2017-03-07,2017-04-26,95.0,10.0,10.0,9.0,10.0,10.0,10.0,6.72
6245770,126,2014-05-07,2017-04-24,91.0,9.0,9.0,10.0,10.0,8.0,9.0,3.46
32233602,0,,,,,,,,,,
50328310,1,2016-10-01,2016-10-01,,,,,,,,0.14
8797131,173,2015-02-05,2017-05-01,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.34
43317466,34,2015-10-01,2017-04-14,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1.76
8635590,3,2014-01-04,2016-07-30,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0.07
13108795,73,2014-03-25,2017-04-18,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1.93
370874,0,,,,,,,,,,
23640232,23,2015-12-01,2017-04-08,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1.33
125537541,0,,,,,,,,,,
30012355,9,2015-08-31,2016-11-04,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.44
14857427,7,2016-03-19,2017-03-11,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.51
15537377,66,2015-06-19,2016-12-20,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.89
4193581,21,2015-03-18,2016-04-03,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.81
31102550,10,2016-12-17,2017-04-24,96.0,9.0,10.0,10.0,10.0,10.0,10.0,2.17
34955709,93,2016-02-20,2017-03-26,88.0,9.0,8.0,10.0,10.0,9.0,9.0,6.36
7053599,10,2017-04-02,2017-04-29,96.0,10.0,10.0,10.0,10.0,9.0,9.0,9.37
90481944,10,2016-09-05,2017-04-14,89.0,9.0,10.0,10.0,9.0,10.0,10.0,1.24
24271549,89,2016-05-23,2017-04-02,96.0,10.0,10.0,10.0,10.0,9.0,10.0,7.72
2900747,21,2014-11-25,2016-10-23,95.0,10.0,9.0,10.0,9.0,9.0,9.0,0.71
78527857,0,,,,,,,,,,
125588462,0,,,,,,,,,,
797774,9,2015-06-17,2016-09-01,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39
49652322,10,2017-01-03,2017-04-21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.48
38012378,35,2015-10-03,2017-04-14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.81
24681947,0,,,,,,,,,,
633484,110,2012-03-12,2017-04-26,95.0,10.0,10.0,9.0,10.0,9.0,9.0,1.76
27323131,0,,,,,,,,,,
1792182,12,2015-04-13,2016-11-22,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.48
30311201,0,,,,,,,,,,
29936639,14,2015-08-27,2017-01-14,90.0,9.0,9.0,9.0,9.0,8.0,9.0,0.68
1659117,56,2013-04-29,2017-04-03,95.0,9.0,9.0,10.0,10.0,9.0,9.0,1.15
81937483,0,,,,,,,,,,
23820061,18,2016-10-09,2017-04-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2.61
36151447,4,2015-07-11,2016-04-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18
59398630,0,,,,,,,,,,
21664149,25,2015-10-24,2017-03-12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.34
94886917,0,,,,,,,,,,
66271050,1,2016-06-03,2016-06-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.09
87865205,2,2017-03-20,2017-03-20,100.0,10.0,8.0,10.0,10.0,8.0,8.0,1.36
45248116,18,2017-01-22,2017-04-27,99.0,10.0,9.0,10.0,10.0,10.0,10.0,5.29
78694263,19,2016-09-14,2017-04-25,87.0,9.0,8.0,10.0,10.0,9.0,9.0,2.46
35081219,2,2015-09-12,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.1
67670094,17,2016-05-02,2017-02-24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.39
22970635,97,2015-01-26,2017-04-04,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.51
5740182,4,2016-12-07,2017-04-18,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.81
7835031,176,2014-08-17,2017-04-30,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.33
123116103,0,,,,,,,,,,
26417571,25,2015-02-16,2016-09-09,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.93
774530,7,2013-11-04,2015-01-13,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0.16
20582856,113,2015-01-23,2017-04-08,91.0,9.0,9.0,10.0,10.0,10.0,9.0,4.07
7728214,0,,,,,,,,,,
122747041,0,,,,,,,,,,
25961535,31,2015-06-11,2017-04-30,93.0,9.0,9.0,10.0,10.0,10.0,9.0,1.34
55067641,13,2017-02-03,2017-04-10,78.0,9.0,7.0,9.0,9.0,9.0,8.0,4.33
41772451,103,2015-08-23,2017-04-11,89.0,9.0,9.0,9.0,9.0,9.0,9.0,4.98
9635195,119,2013-12-17,2017-04-30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.89
4288673,12,2015-07-02,2017-03-12,93.0,10.0,10.0,9.0,9.0,10.0,9.0,0.54
45773065,4,2016-07-29,2017-03-01,85.0,9.0,9.0,10.0,10.0,10.0,9.0,0.43
63527246,32,2016-10-03,2017-04-24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4.53
100960234,0,,,,,,,,,,
112343209,3,2017-02-14,2017-05-01,100.0,9.0,10.0,10.0,10.0,9.0,10.0,1.14
69382319,8,2016-05-08,2017-02-19,83.0,10.0,10.0,10.0,9.0,9.0,8.0,0.66
75771016,53,2016-06-20,2017-05-01,91.0,9.0,9.0,9.0,9.0,8.0,9.0,5.0
50465128,0,,,,,,,,,,
7305063,15,2016-05-13,2017-04-15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.26
46667251,0,,,,,,,,,,
44622733,0,,,,,,,,,,
119516411,2,2017-04-05,2017-04-13,100.0,10.0,8.0,10.0,10.0,10.0,10.0,2.0
3581592,39,2015-06-17,2017-04-23,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.7
10893770,1,2016-11-26,2016-11-26,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19
25961535,9,2015-02-22,2016-05-30,98.0,10.0,10.0,10.0,9.0,10.0,10.0,0.34
103337122,1,2017-05-01,2017-05-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0
72777371,1,2017-03-08,2017-03-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.53
22355348,33,2014-11-02,2017-04-18,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1.08
98268707,0,,,,,,,,,,
1374529,37,2012-09-17,2016-11-13,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0.66
24950300,54,2014-12-24,2017-04-18,85.0,9.0,9.0,9.0,10.0,10.0,8.0,1.88
8442997,126,2015-07-01,2017-04-25,95.0,9.0,10.0,10.0,10.0,9.0,10.0,5.62
