Summary,Host ID,Polarity Score,Polarity Sentiment,Subjectivity Score,Subjectivity Sentiment
"good sized , beautiful studio apartment . small pet okay . lighting 've ever seen la apartment . ( natural artificial ) . full kitchen , huge closet , bathroom shower/tub ... love brick wall wood floor- 's pretty spot . short walk best area downtown , 've never felt unsafe . everything need besides blanket & towel . ( cooking supply , tp , cleaning , fitted sheet bed , wifi ... )",91760356,0.31666666666666665,positive,0.6291666666666667,objective
"spacious 3bd westwood gorgeous detached art studio sleep 7 ; perfect family traveling kid ! close public transport ucla , home great fit couple family want quiet neighborhood also close beach la sight .",48940,0.48333333333333334,positive,0.5750000000000001,objective
"perfect area stay los angeles . miracle mile area . walk lacma , tar pit grove . building pool , jacuzzi , gym , security , pool table , tv lounge , business center , ... staying sofa ( futon ) living room area .",37943556,0.45,positive,0.55,objective
"home close old town pasadena rose bowl . ’ love place neighborhood , coziness beautiful tree lined street .. place good couple , solo adventurer , business traveler .",1158517,0.55,positive,0.67,objective
"cozy gem , ton charm . downstairs portion split-level duplex located relaxed silver lake neighborhood walking distance restaurant , cafe , shop , yoga studio , la river silver lake reservoir , meadow & walking path .",7594251,-0.19999999999999998,negative,0.75,subjective
"modern , luxury 1 bedroom & 1 bath full kitchen . apartment washer & dryer access , on-site gym , high-speed internet , cable tv , plus gated underground parking . one block ucla westwood village , walk geffen playhouse , hammer museum , farmer market 100 restaurant .",81162639,0.275,positive,0.42500000000000004,objective
"la big city apartment quite central location quickly drive/uber/bus place like beverly hill , santa monica , venice beach ... live 25 minute walk away ucla 15 minute ride campus taking bus ( 7 min walk bus stop 6 min bus ride ) . 's beautiful & modern shared apartment spacious private guest room , kitchen , & living room . hold view westwood & next door 2 park . necessity also within walking distance .",6005649,0.1899621212121212,positive,0.378125,objective
"two bedroom apartment suite gourmet eat-in kitchen , sitting/dining room , private balcony . view hollywood sign . full bathroom soaking tub powder room . free wifi , cable , one parking space .",2774628,0.25,positive,0.5750000000000001,objective
fully furnished room 2 queen bed & come private bathroom . maximum occupancy 4 people .,42220,0.0,neutral,0.375,neutral
"comfortable/hip large one bedroom apartment heart silverlake . sunset blvd , block junction , famers market end street ( tuesday & saturday ) & block away shop & restaurant .",14607801,0.21428571428571427,positive,0.42857142857142855,objective
"designer spanish style home surround sound , 5 tv , wifi , 2 wood burning fireplace , two large fountain . completely remodeled indoor/outdoor living . indulge luxury next endless la hot spot shopping , staying sanctuary . 3 bedroom , entertainment room . beautiful courtyard 2 water fountain , outdoor wood burning fireplace , surround sound .",32973018,0.23214285714285715,positive,0.46984126984126984,objective
"large bedroom 4 bedroom house full house privilege . large 65 inch flat screen , internet , netflix . community pool , jacuzzi bbq . must see appreciate quiet neighborhood . parking provided . 5 min magic mountain .",27902029,0.20892857142857144,positive,0.4775793650793651,objective
"lovely , serene bungalow nestled hollywood hill underneath hollywood sign . venetian plastered wall , french tile , organic queen bed , 700 count sheet , addition , living room sofa bed ... large kitchen , clawfoot tub , place great respite hustle bustle .",13716757,0.37857142857142856,positive,0.48214285714285715,objective
"place close westwood village . ’ love place location . place good couple , solo adventurer , business traveler , family ( kid ) , big group .",68172167,0.39999999999999997,positive,0.4333333333333334,objective
"private apartment sleep 5 6 double . good visit family . tool stocked kitchen & bathroom . bedroom real queen bed + sofa/double futon . `` living room '' sleep 1 queen futon , small twin futon . space shared . parking 1 car street included . rustic butterfly , bird & bee garden , shared patio table , bbq & bike . walk grocery , cafe , gold line metro lake station 6 block , oldtown & rt 66. east/west bus corner . north/south bus 1 block .",22215213,0.12999999999999998,positive,0.3350000000000001,objective
"charming 1 bed/1 bath heart los feliz perfect space relax complete la experience . located peaceful idyllic tree-lined hill looking la . block historic griffith park , many attraction activity found : l.a zoo , griffith observatory , greek theater , museum american west , travel town museum , l.a. equestrian center , pony ride . home various boutique restaurant , 's fun area visit leisurely explore .",16169742,0.24999999999999997,positive,0.38181818181818183,objective
"luxury condo ultra upscale amenity super plush bed , original art & modern technology . heart beverly hill quick walk away rodeo drive . dog friendly ( offer dog sitting & walking ) . 5min cab ride hollywood & cedars-sinai . really loving english bulldog .",9492179,0.3166666666666666,positive,0.5238095238095238,objective
"28th st apartment summer sublease may- june : $ 700 per bedroom first half month july : $ 250 per bedroom 1211 w 28th st , first choice housing 2b1b apartment , large ikea table four chair . safe place live bedroom : queen size bed , 'll need bring bed sheet quilt . long ikea white desk chair . kitchen : many kitchen ware available use . bathroom : 'll share one bathroom .",117005509,0.2033982683982684,positive,0.35619047619047617,objective
"quiet house private patio + entrance perfect place relax . one bedroom house includes dining area small office nook , fully equipped kitchen living room . bedroom bathroom separated door main living area .",10565200,0.18333333333333332,positive,0.4883333333333334,objective
"centrally located beautiful long beach , california . 2-bedroom/1.5 bath fully furnished great neighborhood . gated garage parking , wifi , cable tv , laundry facility , patio , full kitchen . make home !",1984401,0.40750000000000003,positive,0.5900000000000001,objective
"clean apt w/beautiful view downtown & hollywood hill . bright , well lit , happy space . private bedroom & full bath walking distance historic 3rd & fairfax farmer market & grove miracle mile la . 1 parking space available .",5365147,0.3574074074074074,positive,0.5361111111111111,objective
enjoy small beach town feel lifestyle hermosa ... los angeles offer hop away !,2967231,0.04375000000000001,positive,0.45,objective
"charming private studio full kitchen full bath . private entrance patio . quiet cul-de-sac street . walk bluff 380 view pacific ocean santa monica malibu . one mile beach , hiking , quaint village",24907447,0.2333333333333333,positive,0.5305555555555556,objective
"place close noho art district , countless restaurant & bar , movie theater , nightlife , ralph 's shopping cent ( phone number hidden ) freeway , 10 minute hollywood , noho red line station . ’ love place location , cleanliness , ambiance , outdoors space , neighborhood , feel like home , comfortability stay , beautiful landscaping huge front back yard , tranquil setting . place good couple , solo adventurer , business traveler .",11590294,0.28541666666666665,positive,0.49166666666666664,objective
hollywood hill home near universal city/burbank 3br pool,57899010,0.05,positive,0.2,objective
"1、地理位置好 ; 环境优美安静 , 周边超市银行遍布 , 生活便利。 2、房间宽敞舒适明亮。 3、房间内有床褥 , 枕头 , 桌子 , 台灯 , 椅子 , 毛巾等。 4、房东随和 , 爱帮人",90882800,0.0,neutral,0.0,neutral
"completely private gated cottage street parking access . quiet yard , covered patio full gourmet kitchen , queen bed 2 sleeper sofa 2 ( kid ) . 5 min beach , 10 min studio , hospital promenade .",10685213,0.11666666666666665,positive,0.41944444444444445,objective
"modern , safe main floor park la brea tower . great location walkable shop grove . easy access freeway west side",125830676,0.41999999999999993,positive,0.5433333333333333,objective
"spectacular hollywood hill view completely private estate/compound ! completed 2013 ! end private street , newly constructed 5 bedroom/6.5 bath mediterranean masterpiece situated private drive . 7000 sq . ft. 5 bed , 6.5 bath masterpiece hollywood hill incredible , unobstructed panoramic view los angeles city atalina island pacific ocean downtown . entertainer 's estate feature outside enormous patio/deck pool spa , backdrop incredible city ocean view . outside wet bar grill complement outdoor entertainment . beautiful , marble entrance dramatic skylight welcome fabulous open floor plan great city canyon view . first floor boast huge living room w/fireplace adjoins dining room . over-sized office built-ins/custom cabinetry city view . take elegant curved staircase jeweled exquisite iron work two ( 2 ) generous-sized , en-s",10610538,0.33347763347763354,positive,0.6506132756132756,objective
"located heart hollywood , house perfect place short yet sweet getaway . house quiet relaxing neighborhood offer many nearby go-to-places . hollywood walk fame , sunset blvd. , couple block bound fabulous stay . prime location nearby , also numerous delicious restaurant . addition , 10 minute drive get famous universal studio runyon canyon .",85210554,0.375,positive,0.6283333333333333,objective
"carefully restored craftsman bungalow washed light day cozy fireplace night . garden , spa , outdoor patio foster relaxation serenity . near staple center , convention center , dodger stadium , hollywood , universal studio , griffith park observatory .",32226208,7.93016446160826e-18,positive,0.4357142857142858,objective
"newly renovated private one bedroom guest house kitchen , full bath , walk-in closet . 4 block train connecting santa monica , town la beyond . minute staple center , usc , la coliseum . adjacent west la beach .",44624163,0.09659090909090909,positive,0.3698863636363637,objective
"jiujitsu house located los angeles , san fernando valley dedicated making journey something special train . offer private class use mat , pool fitness equipment yoga , bjj healthy lifestyle .",69373173,0.28571428571428575,positive,0.48214285714285715,objective
"casa del mar malibu spacious tri-level , mediterranean-style home exquisite view pacific ocean . relaxing getaway minute zuma beach , nestled gated community mountain . 4 bedroom , 4.5 bath , large kitchen , dining room , home gym , gameroom , bbq , jacuzzi , large living room , tastefully decorated home perfect occassions . breathtaking view , stunning architecture , peaceful atmosphere provide unforgettable experience .",15244457,0.6223214285714286,positive,0.7946428571428572,objective
"spacious upstairs furnished two bedroom , one bath apartment come queen bed , 2 twin bed plus single futon sofa sleeper living room . great family friend , accommodate 6 guest .",30487708,0.3642857142857143,positive,0.48214285714285715,objective
"'s big home perfect family group friend . would fit 7ish comfortably room common area . fresh soft towel , linen toiletry might need . walk distance many hollywood attraction .",111014047,0.3,positive,0.51875,objective
"nice sized studio , perfect one person couple , modern building pool , gym , parking , excitement transportation downtown 10-minute walk away ! walking distance staple center , la live , much !",3803096,0.356060606060606,positive,0.5166666666666667,objective
"three bedroom , one bathroom home located mid-city section los angeles . 's great place family stay weekend week !",89539017,1.0,positive,0.75,objective
"place close trail , hollywood sign , hollywood reservoir , hollywood bowl , griffith park , observatory . ’ love place ambiance , outdoors space , neighborhood , light , people . place good couple , solo adventurer , business traveler , big group .",10154179,0.4,positive,0.5,objective
"newly renovated spacious guest suite ; open floor plan . close santa monica offer quiet residential neighborhood . walking distance local shop , market , world class restaurant , clothing/shoe boutique , cinema . metro rail train , blue la bus line close . 15-20 minute car bus ride ucla , lax santa monica mountain wonderful hiking trail . place couple , solo adventurer , business traveler , family friendly .",29649463,0.21590909090909088,positive,0.4125541125541125,objective
"urban meet suburban . hip meet sweet . inspiration meet relaxation . bright , clean quiet . short stroll awesomeness atwater village , super quick access necessary freeway , stay kick back !",15855951,0.18939393939393942,positive,0.44999999999999996,objective
"全新大社区 , 。有11个公园和4个游泳池。离citrus collage和azusa pacific university很近 , 可以走路去学校上学。乘坐gloden metro line可以直接到down town。",57082451,0.0,neutral,0.0,neutral
"spacious 500sqft detached guest house beautiful view behind italian villa . cozy clean . one king queen size bed . fully equipped kitchenette . elegant backyard mediterranean flavor equipped grill , wood oven , large pool .",44101880,0.1901360544217687,positive,0.6540816326530613,objective
"master bedroom private bathroom beautiful peaceful home , located university hill close cal state la , downtown la pasadena . ’ love house view , location coziness . house beautiful backyard 2 large wood deck . * * * pet lover ( dog 3 cat ) * * * * * * save $ 40 first booking : www.airbnb.com/c/npoilodo * * *",4861723,0.41632653061224495,positive,0.6052721088435373,objective
"welcome hollywood ! suite located one block walk fame ! brand new furniture new apartment . world famous art exhibit red carpet movie event right waiting explored . hop metro adventure universal studio , disneyland , downtown la .",20577911,0.29406307977736545,positive,0.47782931354359925,objective
"follow beautiful garden comfy casita feel mile away bustling la . wo n't believe 're 1/2 mile 405. snuggled culver city , playa vista del rey , 're close beach & everything westside offer .",50491686,0.85,positive,1.0,objective
"location , location , location . step beach ! ! ! walking distance venice , pier , restaurant , bar , shop . 2 story townhouse , 2br , 2.5ba , washer/dryer , dishwasher , 1 garage parking space , wifi , directv , appletv , nespresso machine . bedroom 2 equal sized master bedroom 1 queen bed 1 cal king bed . en suite bathroom . hammock balcony relax enjoy ocean breeze . gas bbq grill front yard area .",9058050,0.2,positive,0.375,objective
high-rise apartment near grove ton shopping finding option . check view hollywood sign downtown los angeles ! updated kitchen spacious floor plan ! creative space w/recording studio !,5102456,0.390625,positive,0.7,objective
"property l.a./ lower glendale consists many adorable cottage central courtyard . size/amenities . operate master calendar . flexible cottage , quiet , communicative non-smoker ... 's great ! please tell first message read willing cottage property . would appreciate could also tell bit coming l.a .",3343353,0.35714285714285715,positive,0.5595238095238095,objective
"new beautiful , bright & sunny bedroom 3 block beach . feature large room , bathroom , new queen bed , new carpet w/ fully equipped kitchen , centrally located montana ave , 3rd street promenade & santa monica pier",12041290,0.2716720779220779,positive,0.480275974025974,objective
"minute downtown la , close many attraction , completely remodeled detached one bedroom guest house located private residential area glendale . house feel like home away home !",37850875,0.19999999999999998,positive,0.425,objective
"located heart downtown 's historic core , place centrally located everything : 2 block pershing square metro station , last bookstore , guisados , ledlow , barama , spring street park , art walk , broad , moca , otium , bottega louie , angel city brewery , baco mercat , many . ’ love place neighborhood , light , kitchen , coziness , exposed brick , view . place good solo adventurer business traveler , gay friendly .",18165504,0.2954166666666666,positive,0.41125,objective
"我的房源靠近公園、景色优美、附近有各式餐厅和餐饮。交通方便 , 距la 市中心15分钟车程,5 分钟到 时代广场 , 房子独立的厨房 , 餐室。街区安静美丽 , 采光通风性好 , 你洛杉机的家欢迎你的到来 cozy private two bedroom unit sits front house , one spacious living room , one dining room two bedroom . one bedroom two full size bed one one king size . also location convenient , various restaurant within walking distance minute drive la.this awesome home great whole family vacation , traveling business .",82224332,0.3071428571428571,positive,0.6178571428571429,objective
"sunny home near larchmont village , enjoy stay la ! central air conditioner & close hollywood & 13 mile beach . walk coffee , restaurant , 7-11 , within 3 block . affords total privacy & 1 car garage . bedroom & attached bathroom downstairs , upstairs find second bedroom ( see hollywood sign ) & huge loft w/ queen & twin bed . full kitchen & charming deck alfresco dining & sunbathing . please come & guest",77375239,0.25625,positive,0.54375,objective
"comfortable bedroom private bathroom . big enough accommodate 2 people . frill place perfect vacationer / need place sleep/rest . pool bbq area also available guest . close beverly hill , westwood , culver city , venice , hollywood , santa monica !",9005587,0.31666666666666665,positive,0.5291666666666667,objective
"fully furnished comfortable one bedroom apt west adam neighborhood los angeles . comfortable bed , private bath , television eat kitchen . extremely close downtown , mid-city usc . entire apt single room price ! ! !",15154453,0.21693638392857142,positive,0.7267857142857143,objective
"studio apartment ground floor three story house , located le 200 yard beach north end manhattan beach . ten restaurant bar choose within two block radius . nearby business include two convenience store , laundry , even popular yoga studio . property 5 mile lax ten minute drive inland 405 freeway .",7935884,0.19999999999999998,positive,0.3,objective
"40ft motorhome queen-sized bed , spacious shower , full kitchen gas range & oven . within biking jogging distance ocean downtown long beach . 420 friendly . pet allowed . * * * longer hosting anyone local los angeles plz n't book * *",49740205,0.16875,positive,0.36250000000000004,objective
"cozy container private shower & restroom , 130 sq foot inside . located heart north hollywood within 3 mile universal studio , within 2 mile north hollywood 's metro rail station , connecting area los angeles . tv , netflix , free 50mb wifi . suitable two people . hot cold filtered water dispenser , microwave , refrigerator stocked snack beverage outdoor hot water shower outdoor private flush toilet .",20582102,0.06166666666666667,positive,0.575,objective
"tuscan style oasis tucked away 's private road , safe quiet - minute hollywood & beach . floor ceiling window add spectacular view . modern , open plan 8 restaurant 3 min away . great 40ft pool & incredible canyon view",17874546,0.375,positive,0.5697916666666667,objective
"unique beautiful accommodation great location close ocean , venice area . -murals -private hot tub -comfy olympic queen bed -convertible couch ( queen ) -full kitchen -bathroom -hot tub -wifi",1413805,0.41071428571428575,positive,0.7678571428571429,objective
"place clean comfortable . located one best walking area los angeles . walking distance grove , lacma , melrose la brea . great neighborhood type restaurant . twenty minute drive downtown , venice silverlake .",14488258,0.6416666666666666,positive,0.6375,objective
"love beauty , comfort location studio guest house . walk take swim , soak hot tub lounge pool . located beautiful private neighborhood glendale , close studio , hollywood downtown la .",6795384,0.4,positive,0.70625,objective
"two living room , one living room social , another one much bigger . fit 20 people . allow cock , everything ready .",50322924,0.15833333333333333,positive,0.3666666666666667,objective
"place close downtown los angeles , 5 , 605 , 110 .. ’ love place coziness , location , environment . good vibe ! . place good couple , solo adventurer , business traveler .",91927866,0.6916666666666668,positive,0.6000000000000001,objective
"located heart hollywood , comfortable clean share space ready ! walking distance walk fame , griffith park two block away hollywood & western metro station . made non-complicated friendly solo traveler looking affordable place close hollywood 's popular attraction . offer : comfortable twin size airbed/mattress accommodate 1 guest .",67078536,0.3416666666666667,positive,0.6,objective
"non-smoking home . air conditioning room . house minute lax , venice beach , loyola marymount , youtube studio , silicon beach , downtown la , etc . walking distance golf course & tennis court . quiet family neighborhood . host in-depth knowledge local hot spot .",13743370,0.08333333333333333,positive,0.39444444444444443,objective
"home 2.2 mile drive los angeles airport ( lax ) , in-n-out , venice beach pier/boardwalk , santa monica place/beach , howard hughes center , kenneth hahn state recreation area , abbot kinney boulevard , marina del rey , dockweiler , & manhattan beach . ’ love place high ceiling , coziness , & location , minute beach tourist attraction . place good couple , solo adventurer , business traveler .",29593440,0.315,positive,0.45999999999999996,objective
"wood paneled cozy studio apartment nestled beneath mature oak tree . seperate main residence , lower level main residence , private entrance . quiet , peaceful neighborhood , walking distance topanga state park ; minute topanga beach woodland hill . restaurant close , local shop , store , park , community activity .",45928029,0.06041666666666667,positive,0.340625,objective
"place right venice beach . 1 minute walk water ! ’ love place arty , funky vibe many plant . place work great couple solo duo adventurer . let u know 3 pictured bed arrangement would like . 'll sharing space one u . welcome venice ! - ziri brendan",24416344,0.6314285714285715,positive,0.6571428571428571,objective
"situated historic `` high tower '' drive glamourous studio hollywood hill . walking distance famous hollywood bowl hollywood blvd chinese theatre hollywood walk fame , fall love !",8142062,0.257,positive,0.42800000000000005,objective
"spot ideal artist creative type looking come hang la alone couple friend . located 3rd street couple mile east fairfax , grove 15 min away downtown 25 min airport .",81357842,0.4666666666666666,positive,0.6666666666666666,objective
"lively home panoramic view heart calabasas . great seeking true ca adventure work play . minute ca 's fabulous winery , beach , hiking trail cultural hot spot | 10mls beverly hill | 10mls malibu | 20mls hollywood + dtla | 15mls venice beach .",58191563,0.3393939393939394,positive,0.6416666666666667,objective
"luxurious , airy studio base hollywood hill within walking distance several hip bar restaurant ( cahuenga corridor , hollywood farmer 's market , hollywood bowl . ) elegantly furnished fully equipped effortless stay .",23913626,-0.10000000000000002,negative,0.6666666666666666,subjective
beautiful scandinavian inspired guest house highland park neighborhood los angeles .,8163593,0.85,positive,1.0,objective
apartment townhouse/bungalow 4 bedrooms- room private entrance first floor & 's bathroom . great location block abbott kinney beach . need parking full kitchen upstairs needed,18196952,0.35,positive,0.5020833333333333,objective
"spacious , beautifully decorated bedroom high ceiling comfortable queen bed . perfect traveler budget . house located one city 's historical victorian neighborhood . 're walking distance downtown , convention center , staple center , fashion district . easily access whole city via public bus ( bus stop around corner ) metro line .",50314315,0.2843333333333334,positive,0.484,objective
beautiful relaxed top-floor loft newly remodeled old bank building easy access roof-deck . nearly 1000sq ft. fully equipped space convenience .,3450276,0.32393939393939397,positive,0.5775757575757575,objective
"place pure zen-den , walking distance montana lot shop , restaurant coffee spot , 3rd street promenade even course , ocean . great place writer get-a-way , relaxing retreat couple vacation .",120916412,0.33809523809523806,positive,0.4166666666666667,objective
"location 1.5 block sunset blvd great restaurant , shop & nightlife silver lake & echo park . walking distance silver lake reservoir . close 101 freeway . downtown la , hollywood - 10 min . drive . house 1400 sq ft 2br house built 1928 , hardwood floor , high ceiling . full kitchen , oven , washer , dryer , dishwasher , tub & shower . garden 2 patio , porch & landscaped garden light . wifi access property , bbq grill cook outside .",10510640,0.34199999999999997,positive,0.518,objective
"ram game 1.07 mile la coliseum 7-10 minute attractive 3-bdrm 2-bath home-away-from-home comfort & relaxation . contemporary/country room w/2 porch , back-yard parking . located palm tree lined , quiet neighborhood , fenced yard w/surveillance/alarm system added security protection . also close expo park , usc , la live , staples/convention , fashion/jewelry district , forum , hollywood park casino , hollywood , beverly hill attraction & business .",62604242,0.1340909090909091,positive,0.5583333333333333,objective
"modern chic home located heart noho art district . 5 minute away attraction : universal studio , red line train station , laemmles movie theatre , federal bar , porto 's baker , chandler bike/running path , major fwys , eat cafe . perfect want modern quiet comfortable oasis yet want close everything .",44370525,0.23281249999999998,positive,0.4041666666666667,objective
"two bedroom , 1 bathroom bungalow center town . perfect family friend travelling together budget . great access public transportation freeway .",44628536,0.42500000000000004,positive,0.4791666666666667,objective
"modern complex conveniently located directly across street west entrance ucla 's campus . within easy walking distance grocery store , restaurant . amenity include swimming pool , fitness center , jacuzzi sauna .",67990048,0.06666666666666668,positive,0.40666666666666673,objective
"place close wilshire corridor . ’ love place neighborhood , comfy bed , light . place good solo adventurer business traveler .",15350602,0.5333333333333333,positive,0.6333333333333333,objective
"downstairs apartment private home . separate entrance . patio yard . nicely furnished . living room-kitchen , separate bedroom , separate bath . patio . quiet private . owner live upstairs completely private always .",12672416,0.12272727272727273,positive,0.4930555555555555,objective
"set tropical garden , large , private bungalow perfect get away spot pleasure business . located safe , quiet neighborhood , walking distance venice offer , studio everything need .",1416717,0.34285714285714286,positive,0.5273809523809525,objective
"10-12 minute old town pasadena , downtown , rose bowl , burbank airport , golf course , getty center , universal . cozy comfy serene quiet back yard ; 2 bed room sleep 4 people max . + bath . ’ love place location , free parking , proximity area , clean kitchen bath , quiet . coffee/tea 'd like cuppa . enjoy serene quiet back yard . come please , curfew , quiet 10pm",121256715,0.1377777777777778,positive,0.3955555555555555,objective
"private , master bedroom private bathroom 2bd 2br apartment 3rd street santa monica . excellent location , convenient shop , restaurant , bar , santa monica pier , beach , etc within easy walking distance . ideal someone town want explore westside get real taste california beach living !",74903190,0.36904761904761907,positive,0.5547619047619048,objective
"beautifully appointed upstairs suite , full master full bath & walk-in closet . fully furnished , king size allergy free bed , couch , desk , master closet , mini refrigerator & microwave . bright treetop view . direct tv & wi-fi . quiet street , ample parking safe street , friendly neighborhood , centrally located shop restaurant . feel like country . luxury best .",38764955,0.42045454545454547,positive,0.543939393939394,objective
"quiet duplex lovely large outside courtyard , 2 mi . venice beach & bike available . sip drink & snack al fresco patio . full cable wireless internet . ac & ceiling fans.lots street parking . minute abbott kinney blvd , sm pier & farmer 's market etc . resident indoor cat mia . 's quiet sleep lot . guest agrees feed 1/2 time day depending day plan , change litter box & water 1x /day . come mid day cover task !",37313100,0.1830357142857143,positive,0.3556547619047619,objective
"place beautiful view ocean bluff park . close belmont shore lot fun . also close vons market . le mile belmont shore 2nd street bar , restaurant shop . 2.3 mile downtown long beach convention center . 2.3 mile shoreline village shop , restaurant , bar movie theater . 3.9 mile long beach airport .",107387523,0.1583333333333333,positive,0.35000000000000003,objective
"beachy house close many wedding venue including terranea , trump national wayfarer chapel . 2600 sq ft open concept home allow relax family friend hope enjoy much !",6628343,0.2875,positive,0.425,objective
"private 1bdrm/1bath shared 2bdrm/2bath . twin bed pull-out trundle twin bed underneath , comfortably sleep two people . apartment furnished kitchen fully equipped . room also office desk , plenty closet space , lot natural light .",31031666,0.225,positive,0.5687500000000001,objective
cozy studio best location hollywood,119304476,0.4,positive,0.525,objective
"charming house tucked right next elysian park . quiet neighbourhood surrounded nature . forget city , still minute away happening echo park downtown .",4941700,0.2464285714285714,positive,0.4672619047619047,objective
"guest suite private bath , wifi , tv , central air conditioning & heating , ceiling fan , queen size bed , parking . also sitting /living room private entrance . share guest kitchen w/ guest guest room .",7263582,0.0,neutral,0.3333333333333333,neutral
"hello ! nice 2 bedroom apartment large living room / kitchen , balcony . right 2nd bedroom set music studio ( musician interested ! ) , room easily fit blowup mattress well .",216368,0.3020833333333333,positive,0.4773809523809524,objective
"beautiful studio apartment heart marina deal rey luxury complex tennis court , dry cleaner , convenience store , 24hour security ... step always world famous venice beach , minute santa monica airport , spend vacation little oasis los angeles .",30572195,0.15916666666666668,positive,0.7,objective
"located heart downtown , well-appointed 1700sf loft boast floor ceiling window dynamic view downtown mountain . enjoy swim rooftop pool hit gym . mile away la live staple center .",6278039,0.1090909090909091,positive,0.31666666666666665,objective
"great couch living room want come overnight sleep . spacious , quiet peaceful home . bathroom , fridge microwave available",62313524,0.36250000000000004,positive,0.49583333333333335,objective
unit hollywood greatest . classic building step away walk fame . 'll limitless option whatever delight . full 1 bedroom + 1 bathroom heart fun hollywood offer . high end .,101135841,0.3953333333333333,positive,0.4913333333333333,objective
"舒适宽敞位置极佳设施高级 , 距离好莱坞星光大道仅20分钟 , 有公交到达 , 周边华人超市和sams club 银行 , 中西餐厅走路即到。安静干净豪华 , 免费私家车位",47987624,0.0,neutral,0.0,neutral
"enjoy large , beautiful sunny space located quiet safe street west los angeles . open room includes queen size bed , sitting area tv netflix , gated front yard . shared vegan kitchen . shared restroom . 5lb senior yorkie site .",38127227,0.3273809523809524,positive,0.5436507936507936,objective
"aviation blvd . south rosecrans walk northrup gruman . secure gated community easy access 405. 'm business traveler ideal setup wherever travel take . place close lax airport west 405 near rosecrans & manhattan beach . extra high speed internet , printer plus large screen tv cart . garaged parking , jacuzzi pool .",111276356,0.31537414965986393,positive,0.5574149659863946,objective
"我是冯先生peter , 热心友善 , 在美国三十年 , 竭诚为您服务。我的房子方便 , 近餐馆超市 , 非常安静 ! 如果您寻找讲国语的房东为您服务 , 相信您一定会满意我的房子 ! 'm peter . 'm friendly helpful . house close restaurant shopping , convenient quiet ! grand opening market ! new bed beding !",56731063,0.29261363636363635,positive,0.5719696969696969,objective
"rialto house spacious , charming turn-of-the-century home located heart venice . step beach , boardwalk also popular abbot kinney many shop restaurant . enjoy true venice beach experience !",46554964,0.5275,positive,0.71,objective
"condo located prime marina del rey beach right front boat dock modern inside style plus plenty comfort . 's prime location , central place best place los angeles . walking distance thesupermarket , great restaurant , shopping .",29834154,0.45714285714285713,positive,0.42714285714285716,objective
2 bedroom/1 bathroom craftsman bungalow simple modern furnishing . gorgeous view mt . washington . hip cafe 's bar within walking distance . minute downtown la pasadena .,100496,0.3,positive,0.5190476190476191,objective
"private bedroom+bathroom . luxurious , high end , excellent location . one 4 lead certified property north wilshire . higher standard taste living . lot light sun , clean , central , yet private quiet . walking distance whiten 5 minute major attraction . one block montana ave. 4 block ocean ave palisade park . 3 block promenade . must okay small dog .",15389817,0.191474358974359,positive,0.47487179487179493,objective
"6 mile pasadena , center asian food mecca . mile away 3 major freeway . comfortable spacious house . lovable chinese shar-pei pooch . young couple huge house share . ; )",7806936,0.17916666666666667,positive,0.46666666666666656,objective
"15min hot spot la : hollywood & highland , grove , downtown , santa monica , hollywood venice beach . 10 min rodeo drive . 's without traffic course . live quite neighborhood walking distance bus . one two room . free street parking",13996078,0.26212121212121214,positive,0.7166666666666668,objective
"sitting impressive 3.5 acre land , sprawling architectural wonder would impress even discriminating guest . adorned opulent furnishing , spoil trip pure , unadulterated luxury . enjoy luxury vacation inside property , venture outside gate personal , chauffeured mercedes maybach . professionally managed designed exceed every expectation , welcome la maison de reve .",119789653,0.3642857142857143,positive,0.50625,objective
"brand new home 6 large room , 3 bathroom 1 big garage . one room spacious master room private bathroom walk-in closet . 1 spacious basement room . find gas station , kind bank , 24 hour convenient store 99 cent supermarket nearby . walk distance santa anita golf park , arcadia public library , 5 min drive santa anita mall arcadia light rail station . 22 mile hollywood 30 mile disney land . laundry available .",46987605,0.21883116883116882,positive,0.4280979437229437,objective
"large bedroom high vaulted ceiling , comfy cal-king bed separate bathroom 3000 + sq . ft. home nestled silver lake hill .",18762143,0.18714285714285714,positive,0.4842857142857142,objective
"quirky room newly renovated . fun decor make lively place live . adorable reading nook ; hd tv ; fold-out bed/futon ; another twin bed ; plenty storage . right outside door amazing view san fernando valley nearby park hike trail , many shopping destination , gym , restaurant , . also free parking street ; shared full kitchen , dining room , washer dryer .",90659293,0.2787337662337662,positive,0.5825216450216449,objective
"furnished master bedroom ensuite bathroom & plenty cupboard space available hollywood . apartment newly renovated , open plan view hollywood hils furnished new modern furniture . conveniently located sunset & hollywood blv , walking distance metro , ralph 's , starbucks much quiet & safe street .",24273226,0.1961038961038961,positive,0.42034632034632036,objective
"600sqft guesthouse . huge contemporary main room 20x20ft inviting 5 panel french door , king size bed , egyptian cotton sheet , 70 '' 3d tv netflix , hbo , wii , extra office/bed room perfect business traveler , extra futon . modern spacious bathroom . parking . walking distance upscale entertainment food .",9877669,0.24166666666666667,positive,0.3625,objective
"home spacious full ocean view every window ! watch sunset private balcony sip morning coffee rocking chair . step beach , venice , washington blvd & best restaurant !",34015546,0.4791666666666667,positive,0.4083333333333334,objective
